K01672	Dmel_CG11284:Dmel_CG11284
K03691	O-fUt1:Dmel_CG12366
K01488	AdgF-d:Dmel_CG9621
K00764	PraT:Dmel_CG2867
K10356	Myo61f:Dmel_CG9155
K06269	Pp1-13c:Dmel_CG9156
K08471	Gr23a:Dmel_CG15396
K12185	Dmel_CG1115:Dmel_CG1115
K06067	Rpd3:Dmel_CG7471
K11857	Ubp64e:Dmel_CG5486
K08337	Atg7:Dmel_CG5489
K10845	Tfb5:Dmel_CG42373
K01488	AdgF-e:Dmel_CG10143
K01283	AncE-5:Dmel_CG10142
K08471	Or47b:Dmel_CG13206
K03036	Rpn6:Dmel_CG10149
K11447	Utx:Dmel_CG5640
K11584	Wdb:Dmel_CG5643
K04384	Mav:Dmel_CG1901
K14325	Dmel_CG34334:Dmel_CG34334
K11267	Pds5:Dmel_CG17509
K13805	Arr2:Dmel_CG5962
K00011	Dmel_CG9436:Dmel_CG9436
K00700	Dmel_CG33138:Dmel_CG33138
K11600	Ski6:Dmel_CG15481
K14561	Dmel_CG11920:Dmel_CG11920
K09411	Fd96ca:Dmel_CG11921
K09411	Fd96cb:Dmel_CG11922
K02215	Cf2:Dmel_CG11924
K02218	Dco:Dmel_CG2048
K06071	Pkn:Dmel_CG2049
K09311	Ftz:Dmel_CG2047
K13579	Tkv:Dmel_CG14026
K02939	mRpL9:Dmel_CG31478
K14939	spok:Dmel_CG41624
K11092	U2a:Dmel_CG1406
K09365	Vvl:Dmel_CG10037
K03934	Nd75:Dmel_CG2286
K12114	Vri:Dmel_CG14029
K04556	ParK:Dmel_CG10523
K08282	Sti:Dmel_CG10522
K09517	Dmel_CG4164:Dmel_CG4164
K10842	Mat1:Dmel_CG7614
K11656	ChrAc-16:Dmel_CG15736
K14301	Nup107:Dmel_CG6743
K12489	CenB1a:Dmel_CG6742
K01310	Jon74e:Dmel_CG6298
K02962	Rps17:Dmel_CG3922
K01756	Dmel_CG3590:Dmel_CG3590
K03331	Dmel_CG7322:Dmel_CG7322
K13510	Dmel_CG32699:Dmel_CG32699
K03232	Ef1Beta:Dmel_CG6341
K03954	Nd42:Dmel_CG6343
K01681	Irp-1b:Dmel_CG6342
K00111	Dmel_CG2137:Dmel_CG2137
K01195	Dmel_CG2135:Dmel_CG2135
K02320	DNApol-alpha180:Dmel_CG6349
K09362	Ro:Dmel_CG6348
K12886	Bl:Dmel_CG13425
K08376	CcaPr:Dmel_CG33344
K01090	Pp1-y2:Dmel_CG40448
K01312	IotAtry:Dmel_CG7754
K02366	Ttv:Dmel_CG10117
K00710	Dmel_CG30463:Dmel_CG30463
K14292	TatL:Dmel_CG31241
K10306	PalL:Dmel_CG3428
K07432	Dmel_CG14512:Dmel_CG14512
K01672	Cah2:Dmel_CG6906
K11173	T3dH:Dmel_CG3425
K00693	Dmel_CG6904:Dmel_CG6904
K06671	Sa:Dmel_CG3423
K02731	ProS28.1:Dmel_CG3422
K11321	Brd8:Dmel_CG14514
K00420	Dmel_CG14482:Dmel_CG14482
K12893	B52:Dmel_CG10851
K03352	Ida:Dmel_CG10850
K10878	Mei-w68:Dmel_CG7753
K01187	Mal-B1:Dmel_CG14934
K12398	Cm:Dmel_CG3035
K15730	Dmel_CG16817:Dmel_CG16817
K01872	AatS-ala:Dmel_CG13391
K12668	l(2)k12914:Dmel_CG13393
K09083	Ato:Dmel_CG7508
K01205	Dmel_CG13397:Dmel_CG13397
K02326	ChrAc-14:Dmel_CG13399
K02214	L(1)g0148:Dmel_CG32742
K10413	Dhc64c:Dmel_CG7507
K06068	Pkc98e:Dmel_CG1954
K14402	Cpsf100:Dmel_CG1957
K08770	Ubi-p5e:Dmel_CG32744
K12272	SrpRbeta:Dmel_CG33162
K02879	mRpL17:Dmel_CG13880
K02857	SteT:Dmel_CG33166
K09428	Eip74ef:Dmel_CG32180
K08471	Gr61a:Dmel_CG13888
K00070	Dmel_CG7724:Dmel_CG7724
K02868	Rpl11:Dmel_CG7726
K00253	Dmel_CG6638:Dmel_CG6638
K03844	Dmel_CG11306:Dmel_CG11306
K12188	Lsn:Dmel_CG6637
K12323	Dmel_CG31183:Dmel_CG31183
K12622	Lsm3:Dmel_CG31184
K00699	Ugt86dd:Dmel_CG6633
K11319	Ing3:Dmel_CG6632
K11367	Chd1:Dmel_CG3733
K02516	CsuL:Dmel_CG3730
K00030	Dmel_CG6439:Dmel_CG6439
K10875	Okr:Dmel_CG3736
K04443	MapK-ak2:Dmel_CG3086
K11188	Prx6005:Dmel_CG3083
K14322	Dmel_CG8963:Dmel_CG8963
K03350	Cdc27:Dmel_CG8610
K05127	Otk:Dmel_CG8967
K01834	PglYm87:Dmel_CG17645
K03004	Dmel_CG13773:Dmel_CG13773
K01206	FucA:Dmel_CG6128
K09267	Sox21a:Dmel_CG7345
K02891	Rpl22:Dmel_CG7434
K07943	Arf84f:Dmel_CG7435
K00671	Nmt:Dmel_CG7436
K11304	Tip60:Dmel_CG6121
K06508	Tsp96f:Dmel_CG6120
K10881	Dmel_CG13779:Dmel_CG13779
K02156	PiwI:Dmel_CG6122
K02910	Rpl31:Dmel_CG1821
K06052	Ser:Dmel_CG6127
K00235	Dmel_CG7349:Dmel_CG7349
K04501	Med:Dmel_CG1775
K11406	HdaC4:Dmel_CG1770
K08282	Myt1:Dmel_CG32417
K04799	Fen1:Dmel_CG8648
K02207	Dmel_CG7656:Dmel_CG7656
K04669	Scw:Dmel_CG31695
K06672	NipPed-b:Dmel_CG17704
K11459	Psc:Dmel_CG3886
K10812	GlcAt-s:Dmel_CG3881
K08471	Or63a:Dmel_CG9969
K03841	Fbp:Dmel_CG31692
K04412	hpo:Dmel_CG11228
K12175	Csn1b:Dmel_CG3889
K00927	Dmel_CG9961:Dmel_CG9961
K08471	Gr98b:Dmel_CG31059
K04380	Tau:Dmel_CG31057
K00419	Ox:Dmel_CG8764
K01074	Ppt2:Dmel_CG4851
K13511	Taz:Dmel_CG8766
K04077	Hsp60C:Dmel_CG7235
K06497	Tsp29fa:Dmel_CG9494
K11461	Scm:Dmel_CG9495
K14018	PlaP:Dmel_CG5105
K09063	Da:Dmel_CG5102
K08471	Or94a:Dmel_CG17241
K01185	LysB:Dmel_CG1179
K01104	Pez:Dmel_CG9493
K03105	Srp19:Dmel_CG4457
K04700	SocS16d:Dmel_CG8146
K14296	Nup153:Dmel_CG4453
K02514	Hs6St:Dmel_CG4451
K11485	Pcl:Dmel_CG5109
K11290	Set:Dmel_CG4299
K13403	NmdMc:Dmel_CG18466
K09443	Ets21c:Dmel_CG2914
K14574	Dmel_CG8549:Dmel_CG8549
K07847	Rgk1:Dmel_CG9811
K01194	TreH:Dmel_CG9364
K10777	Lig4:Dmel_CG12176
K01800	GstZ2:Dmel_CG9363
K00517	Cyp316a1:Dmel_CG8540
K04043	Hsc70-5:Dmel_CG8542
K13137	Wmd:Dmel_CG3957
K09218	Sna:Dmel_CG3956
K01349	Fur2:Dmel_CG18734
K07293	Csw:Dmel_CG3954
K08657	TasPase1:Dmel_CG5241
K01312	Try29f:Dmel_CG9564
K01415	Nep3:Dmel_CG9565
K12393	Ap-47:Dmel_CG9388
K08582	Sol:Dmel_CG1391
K14072	NepYr:Dmel_CG5811
K01104	Stg:Dmel_CG1395
K02089	Cdk4:Dmel_CG5072
K10753	Asf1:Dmel_CG9383
K00738	Dmel_CG9384:Dmel_CG9384
K02145	Vha68-3:Dmel_CG5075
K09310	Ind:Dmel_CG11551
K03031	Rpn12r:Dmel_CG11552
K03135	Taf11:Dmel_CG4079
K10884	IrbP:Dmel_CG5247
K02857	Rho:Dmel_CG1004
K00486	Cn:Dmel_CG1555
K03006	RpiI215:Dmel_CG1554
K08776	Psa:Dmel_CG1009
K04725	Th:Dmel_CG12284
K10579	Ubc12:Dmel_CG7375
K08187	Kar:Dmel_CG12286
K09364	Pdm2:Dmel_CG12287
K00413	Dmel_CG4769:Dmel_CG4769
K01077	Dmel_CG5150:Dmel_CG5150
K12184	Vps28:Dmel_CG12770
K02889	Rpl21:Dmel_CG12775
K13114	Pnn:Dmel_CG8383
K03372	Dmel_CG9706:Dmel_CG9706
K00232	AcoX57d-p:Dmel_CG9707
K07977	Arf79f:Dmel_CG8385
K04497	Gro:Dmel_CG8384
K04439	Krz:Dmel_CG1487
K09041	Cnc:Dmel_CG17894
K00232	AcoX57d-d:Dmel_CG9709
K12827	Noi:Dmel_CG2925
K10582	Dmel_CG2924:Dmel_CG2924
K11155	Mdy:Dmel_CG31991
K11129	Nhp2:Dmel_CG5258
K04571	TapDelta:Dmel_CG9035
K16678	egr:Dmel_CG12919
K13711	Pi4KIIalpha:Dmel_CG2929
K03155	TimEout:Dmel_CG7855
K05088	Sev:Dmel_CG18085
K10573	UbcD6:Dmel_CG2013
K17725	Dmel_CG30022:Dmel_CG30022
K15516	Fmr1:Dmel_CG6203
K14015	Npl4:Dmel_CG4673
K01104	Ptp52f:Dmel_CG18243
K10728	Mus101:Dmel_CG11156
K08253	ShaRk:Dmel_CG18247
K08471	Or82a:Dmel_CG31519
K09324	Gsc:Dmel_CG2851
K08734	Mlh1:Dmel_CG11482
K11317	Ada1-1:Dmel_CG31865
K06172	Aph-1:Dmel_CG2855
K12572	Dmel_CG11486:Dmel_CG11486
K02154	Vha100-5:Dmel_CG12602
K00626	Dmel_CG9149:Dmel_CG9149
K03134	Taf10:Dmel_CG2859
K10263	Fbw5:Dmel_CG9144
K07466	Rpa-70:Dmel_CG9633
K12883	Cbp20:Dmel_CG12357
K03942	Dmel_CG9140:Dmel_CG9140
K05323	TasK6:Dmel_CG9637
K04153	5-hT1b:Dmel_CG15113
K10249	Elo68beta:Dmel_CG11801
K06237	vkg:Dmel_CG16858
K14293	Fs(2)ket:Dmel_CG2637
K00587	Ste14:Dmel_CG11268
K15053	Dmel_CG5498:Dmel_CG5498
K11251	His2av:Dmel_CG5499
K11969	Ari-2:Dmel_CG5709
K02871	MrpL13:Dmel_CG10603
K06269	Pp1-87b:Dmel_CG5650
K01077	Dmel_CG5656:Dmel_CG5656
K00248	Arc42:Dmel_CG4703
K11968	Ari-1:Dmel_CG5659
K08471	Or85b:Dmel_CG11735
K10595	HerC2:Dmel_CG11734
K01512	AcyP:Dmel_CG16870
K10836	Tim17b2:Dmel_CG15257
K07208	RheB:Dmel_CG1081
K14297	Nup98:Dmel_CG10198
K10901	Mus309:Dmel_CG6920
K03245	AdaM:Dmel_CG12131
K09103	Kn:Dmel_CG10197
K13355	Dmel_CG10194:Dmel_CG10194
K11433	Dmel_CG4565:Dmel_CG4565
K01104	Ptp-er:Dmel_CG9856
K00517	Cyp4ac3:Dmel_CG14031
K02178	Bub1:Dmel_CG14030
K00517	Cyp4ac1:Dmel_CG14032
K02174	Br:Dmel_CG11491
K00799	GstD1:Dmel_CG10045
K12196	Vps4:Dmel_CG6842
K07977	Arf102f:Dmel_CG11027
K06066	Dmel_CG6843:Dmel_CG6843
K11665	Ino80:Dmel_CG31212
K03138	TfIIFalpha:Dmel_CG10281
K11416	SirT6:Dmel_CG6284
K01360	AmoN:Dmel_CG6438
K08826	HipK:Dmel_CG17090
K08737	Msh6:Dmel_CG7003
K08252	Drl-2:Dmel_CG3915
K04615	GABA-B-R3:Dmel_CG3022
K07759	ParG:Dmel_CG2864
K08857	Nek2:Dmel_CG17256
K08471	Or42a:Dmel_CG17250
K16681	crb:Dmel_CG6383
K11247	EndOa:Dmel_CG14296
K01565	Dmel_CG14291:Dmel_CG14291
K10615	Dmel_CG9153:Dmel_CG9153
K01441	Bwa:Dmel_CG13969
K08471	Gr93a:Dmel_CG13417
K00921	Fab1:Dmel_CG6355
K10722	Sad:Dmel_CG14728
K02916	mRpL35:Dmel_CG13410
K02264	CovA:Dmel_CG14724
K00949	Dmel_CG14721:Dmel_CG14721
K00234	Dmel_CG5718:Dmel_CG5718
K03000	Rpi12:Dmel_CG13418
K08342	Dmel_CG6194:Dmel_CG6194
K10719	JheH2:Dmel_CG15102
K02156	Ago3:Dmel_CG40300
K10719	JheH1:Dmel_CG15101
K10719	JheH3:Dmel_CG15106
K01785	Dmel_CG10467:Dmel_CG10467
K10631	TopOrs:Dmel_CG15104
K12035	AbbA:Dmel_CG15105
K02602	Orb:Dmel_CG10868
K02155	Vha16-2:Dmel_CG32089
K12857	Dmel_CG3436:Dmel_CG3436
K01044	Est-6:Dmel_CG6917
K06689	Dmel_CG10862:Dmel_CG10862
K05610	Uch-l3:Dmel_CG3431
K08336	Atg12:Dmel_CG10861
K00942	Dmel_CG11811:Dmel_CG11811
K10158	GlcAt-i:Dmel_CG32775
K02540	Mcm2:Dmel_CG7538
K00517	Cyp4p2:Dmel_CG1944
K11840	Faf:Dmel_CG1945
K03133	Ak6:Dmel_CG8816
K11644	Sin3a:Dmel_CG8815
K03353	Cdc16:Dmel_CG6759
K13806	InaE:Dmel_CG33174
K04437	CheR:Dmel_CG3937
K10867	Nbs:Dmel_CG6754
K13024	L(1)g0196:Dmel_CG14616
K02677	Pkc53e:Dmel_CG6622
K01889	AatS-phe:Dmel_CG13348
K06664	Pex2:Dmel_CG7081
K10686	Uba3:Dmel_CG13343
K02728	Prosalpha3T:Dmel_CG1736
K08253	Src64b:Dmel_CG7524
K00033	Pgd:Dmel_CG3724
K04346	Cta:Dmel_CG17678
K09650	Rho-7:Dmel_CG8972
K10666	Dmel_CG8974:Dmel_CG8974
K10808	RnrS:Dmel_CG8975
K09495	CctGamma:Dmel_CG8977
K05757	Sop2:Dmel_CG8978
K06700	PI31:Dmel_CG8979
K02678	Pnt:Dmel_CG17077
K06634	CycH:Dmel_CG7405
K08703	Err:Dmel_CG7404
K00871	PhkGamma:Dmel_CG1830
K10839	Rad23:Dmel_CG1836
K08745	FatP:Dmel_CG7400
K06943	Dmel_CG8801:Dmel_CG8801
K02156	Aub:Dmel_CG6137
K10270	FbxL4:Dmel_CG1839
K02727	Prosalpha7:Dmel_CG1519
K03239	eIF2B-alpha:Dmel_CG7883
K01512	AcyP2:Dmel_CG18505
K04225	TakR99d:Dmel_CG7887
K07151	Dmel_CG1518:Dmel_CG1518
K04248	Fsh:Dmel_CG7665
K01080	Wun2:Dmel_CG8805
K10280	Ppa:Dmel_CG9952
K00500	Hn:Dmel_CG7399
K02608	Orc6:Dmel_CG1584
K12821	Dmel_CG3542:Dmel_CG3542
K04209	NpfR76f:Dmel_CG7395
K02223	Clk:Dmel_CG7391
K04441	P38B:Dmel_CG7393
K10362	MhcL:Dmel_CG31045
K05607	Dmel_CG8778:Dmel_CG8778
K08271	Stlk:Dmel_CG40293
K08202	OrcT:Dmel_CG6331
K01425	NemY:Dmel_CG8772
K07972	GbeTa76c:Dmel_CG8770
K12600	Dmel_CG8777:Dmel_CG8777
K08282	Gwl:Dmel_CG7719
K00995	Dmel_CG7718:Dmel_CG7718
K10374	Tm2:Dmel_CG4843
K01371	Dmel_CG4847:Dmel_CG4847
K05758	Arc-p34:Dmel_CG10954
K03950	Dmel_CG7712:Dmel_CG7712
K00983	CsaS:Dmel_CG32220
K00517	Cyp304a1:Dmel_CG7241
K10838	Mus210:Dmel_CG8153
K06619	Abl:Dmel_CG4032
K07941	Arf51f:Dmel_CG8156
K00710	PgaNt3:Dmel_CG4445
K07830	Ras64b:Dmel_CG1167
K04555	Crl:Dmel_CG4443
K13343	Pex14:Dmel_CG4289
K01958	Dmel_CG1516:Dmel_CG1516
K01373	Dmel_CG12163:Dmel_CG12163
K14313	Dmel_CG6540:Dmel_CG6540
K12845	HoiP:Dmel_CG3949
K08471	Or59a:Dmel_CG9820
K01672	Dmel_CG3940:Dmel_CG3940
K10723	Shd:Dmel_CG13478
K03941	Nd23:Dmel_CG3944
K01008	SelD:Dmel_CG8553
K13335	Pex16:Dmel_CG3947
K01104	Eya:Dmel_CG9554
K16688	dia:Dmel_CG1768
K12176	AliEn:Dmel_CG9556
K05759	ChiC:Dmel_CG9553
K06636	Smc1:Dmel_CG6057
K08701	Ecr:Dmel_CG1765
K01755	Dmel_CG9510:Dmel_CG9510
K09488	TraP1:Dmel_CG3152
K12378	Tor:Dmel_CG1389
K01078	Dmel_CG9451:Dmel_CG9451
K01873	AatS-val:Dmel_CG4062
K00503	Tbh:Dmel_CG1543
K00472	PH4alphaSG2:Dmel_CG1546
K00288	Pug:Dmel_CG4067
K02963	mRpS18A:Dmel_CG31450
K12833	Dmel_CG13298:Dmel_CG13298
K01379	CatHd:Dmel_CG1548
K05316	Stj:Dmel_CG12295
K02375	Fz2:Dmel_CG9739
K04430	Mkk4:Dmel_CG9738
K04680	Emc:Dmel_CG1007
K12816	Dmel_CG6015:Dmel_CG6015
K02888	mRpL21:Dmel_CG9730
K08074	Dmel_CG6650:Dmel_CG6650
K01867	AatS-trp:Dmel_CG9735
K00011	Dmel_CG12766:Dmel_CG12766
K01456	PngAse:Dmel_CG7865
K13346	Pex10:Dmel_CG7864
K09057	Pdp1:Dmel_CG17888
K02738	ProSbeta1:Dmel_CG8392
K13151	Dmel_CG42303:Dmel_CG42303
K13151	Dmel_CG42304:Dmel_CG42304
K12589	Rrp42:Dmel_CG8395
K08794	CamKi:Dmel_CG1495
K11838	Usp7:Dmel_CG1490
K00799	GstE10:Dmel_CG17522
K00717	FucT6:Dmel_CG2448
K00006	GpdH:Dmel_CG9042
K05770	Dmel_CG2789:Dmel_CG2789
K06826	Ndg:Dmel_CG12908
K02736	ProSbeta7:Dmel_CG12000
K01768	AcxD:Dmel_CG5712
K10704	Kua:Dmel_CG10723
K06676	BarR:Dmel_CG10726
K01312	Dmel_CG30031:Dmel_CG30031
K08471	Gr47b:Dmel_CG30030
K00907	StrN-mlck:Dmel_CG18255
K00357	DhpR:Dmel_CG4665
K06265	Dg:Dmel_CG18250
K00799	GstE4:Dmel_CG17525
K01047	SplA2:Dmel_CG11124
K09381	Gsb-n:Dmel_CG2692
K00623	Cha:Dmel_CG12345
K09680	Dmel_CG5828:Dmel_CG5828
K02644	Phl:Dmel_CG2845
K12868	Dmel_CG12343:Dmel_CG12343
K04554	Dmel_CG5823:Dmel_CG5823
K03678	Rrp45:Dmel_CG9606
K11253	His3.3a:Dmel_CG5825
K05318	Sh:Dmel_CG12348
K02921	Rpl37a:Dmel_CG5827
K07834	RalA:Dmel_CG2849
K01950	Dmel_CG9940:Dmel_CG9940
K01757	Ssl2:Dmel_CG11833
K04511	Esn:Dmel_CG12833
K03083	Sgg:Dmel_CG2621
K09370	Tup:Dmel_CG10619
K14550	l(2)k09022:Dmel_CG10805
K08471	Or83a:Dmel_CG10612
K10799	TanKyrase:Dmel_CG4719
K08471	Or43b:Dmel_CG17853
K10575	Dmel_CG40045:Dmel_CG40045
K02154	Vha100-3:Dmel_CG30329
K08706	Kni:Dmel_CG4717
K03063	Rpt3:Dmel_CG16916
K02153	VhaM9.7-1:Dmel_CG11589
K01866	Dmel_CG16912:Dmel_CG16912
K12848	Dmel_CG11586:Dmel_CG11586
K02967	mRpS2:Dmel_CG2937
K02146	VhaAc39:Dmel_CG2934
K01620	Dmel_CG10184:Dmel_CG10184
K14163	Aats-glupro:Dmel_CG5394
K01187	tobi:Dmel_CG11909
K14169	Dmel_CG10189:Dmel_CG10189
K01139	Mesh1:Dmel_CG11900
K03233	Ef1Gamma:Dmel_CG11901
K08486	Syx4:Dmel_CG2715
K01915	Gs1:Dmel_CG2718
K01618	Amd:Dmel_CG10501
K00761	Dmel_CG5537:Dmel_CG5537
K06272	Ilk:Dmel_CG10504
K01886	AatS-gln:Dmel_CG10506
K04409	Pak:Dmel_CG10295
K08709	Hr83:Dmel_CG10296
K04564	Sod2:Dmel_CG8905
K12191	vps2:Dmel_CG14542
K00234	Scs-fp:Dmel_CG17246
K06821	PleXb:Dmel_CG17245
K00517	Cyp6a18:Dmel_CG13977
K08471	Gr98a:Dmel_CG13976
K01277	DppIii:Dmel_CG7415
K13504	N-sYb:Dmel_CG17248
K00142	U26:Dmel_CG13401
K00453	V:Dmel_CG2155
K00384	TrxR-1:Dmel_CG2151
K00573	PcmT:Dmel_CG2152
K12189	Vps25:Dmel_CG14750
K14295	Nup50:Dmel_CG2158
K10577	Lwr:Dmel_CG3018
K01444	Dmel_CG10474:Dmel_CG10474
K01195	Dmel_CG15117:Dmel_CG15117
K00942	Sdt:Dmel_CG32717
K02370	BotV:Dmel_CG15110
K12875	Hkl:Dmel_CG10473
K09521	Dmel_CG7556:Dmel_CG7556
K07375	betaTub60D:Dmel_CG3401
K00900	PfrX:Dmel_CG3400
K02155	Vha16-3:Dmel_CG32090
K00720	GlcT-1:Dmel_CG6437
K00314	Dmel_CG6385:Dmel_CG6385
K06133	Eap:Dmel_CG32099
K08816	BalL:Dmel_CG6386
K00799	GfzF:Dmel_CG33546
K05357	VkoR:Dmel_CG33544
K03267	Elf:Dmel_CG6382
K07375	betaTub56D:Dmel_CG9277
K12823	Dmel_CG10777:Dmel_CG10777
K00898	Pdk:Dmel_CG8808
K01164	L(1)g0045:Dmel_CG32763
K08252	Tie:Dmel_CG7525
K13184	Mle:Dmel_CG11680
K08104	Hs3St-a:Dmel_CG33147
K07819	Dmel_CG33145:Dmel_CG33145
K01080	Wun:Dmel_CG8804
K03143	Tfb4:Dmel_CG5041
K10685	Uba2:Dmel_CG7528
K02350	Mus205:Dmel_CG1925
K04441	P38C:Dmel_CG33338
K14677	Dmel_CG6726:Dmel_CG6726
K12396	G:Dmel_CG10986
K12380	Gap1:Dmel_CG6721
K06689	UbcD2:Dmel_CG6720
K07542	Veg:Dmel_CG6657
K14410	Dmel_CG6656:Dmel_CG6656
K00699	Ugt86de:Dmel_CG6653
K11315	Dik:Dmel_CG7098
K12495	Siz:Dmel_CG32434
K00517	Cyp313a5:Dmel_CG15807
K03873	EloNgin-b:Dmel_CG4204
K00699	Ugt86di:Dmel_CG6658
K00763	Dmel_CG3714:Dmel_CG3714
K14305	Nup43:Dmel_CG7671
K02268	CypE:Dmel_CG14028
K01874	AatS-met:Dmel_CG31322
K02913	mRpL33:Dmel_CG3712
K09320	Eve:Dmel_CG2328
K06062	PcaF:Dmel_CG4107
K01634	SplY:Dmel_CG8946
K04681	Rbf:Dmel_CG7413
K01594	Dmel_CG5618:Dmel_CG5618
K07976	Rab10:Dmel_CG17060
K03019	Dmel_CG33785:Dmel_CG33785
K00771	Oxt:Dmel_CG32300
K02997	Rps9:Dmel_CG3395
K02184	CapU:Dmel_CG3399
K09100	Sim:Dmel_CG7771
K09280	Run:Dmel_CG1849
K05743	LimK1:Dmel_CG1848
K09214	Gl:Dmel_CG7672
K14314	Gp210:Dmel_CG7897
K09352	Tin:Dmel_CG7895
K04468	Nmo:Dmel_CG7892
K08471	Gr77a:Dmel_CG32433
K07977	Gie:Dmel_CG7891
K10455	KlhL18:Dmel_CG3571
K02154	Vha100-4:Dmel_CG7678
K01078	AcpH-1:Dmel_CG7899
K03237	eIF-2alpha:Dmel_CG9946
K08706	Eg:Dmel_CG7383
K11254	His4r:Dmel_CG3379
K08268	SimA:Dmel_CG7951
K09577	FkbP13:Dmel_CG9847
K01774	Hmu:Dmel_CG3373
K02980	Rps29:Dmel_CG8495
K04710	schlank:Dmel_CG3576
K08597	Den1:Dmel_CG8493
K12350	Dmel_CG3376:Dmel_CG3376
K04506	SinA:Dmel_CG9949
K15728	Lpin:Dmel_CG8709
K16186	RagC:Dmel_CG8707
K09542	L(2)efl:Dmel_CG4533
K00778	St6Gal:Dmel_CG4871
K00688	GlyP:Dmel_CG7254
K03130	Taf5:Dmel_CG7704
K03064	Rpt4r:Dmel_CG7257
K10902	RecQ5:Dmel_CG4879
K03253	Eif3-s9:Dmel_CG4878
K08495	Gos28:Dmel_CG7700
K03948	Dmel_CG32230:Dmel_CG32230
K08701	Eip75b:Dmel_CG8127
K12850	Dmel_CG1622:Dmel_CG1622
K01580	Gad1:Dmel_CG14994
K00108	Gld:Dmel_CG1152
K08252	Ack:Dmel_CG14992
K01555	Faa:Dmel_CG14993
K11585	Hp1E:Dmel_CG8120
K10836	Tim17b1:Dmel_CG1158
K08252	Inr:Dmel_CG18402
K06842	SemA-1a:Dmel_CG18405
K01754	Dmel_CG8129:Dmel_CG8129
K10755	Rfc4:Dmel_CG14999
K10703	Dmel_CG6746:Dmel_CG6746
K03363	Fzy:Dmel_CG4274
K01115	Pld:Dmel_CG12110
K08471	Tre:Dmel_CG15779
K12620	Lsm1:Dmel_CG4279
K11248	EndOb:Dmel_CG9834
K00072	SptR:Dmel_CG12117
K12834	Dmel_CG9548:Dmel_CG9548
K08493	Vti1:Dmel_CG3279
K01201	Dmel_CG31148:Dmel_CG31148
K09183	Pnr:Dmel_CG3978
K00901	Dmel_CG31140:Dmel_CG31140
K00252	Dmel_CG9547:Dmel_CG9547
K00517	Cyp4g1:Dmel_CG3972
K11463	Su(Z)12:Dmel_CG8013
K09533	Rme-8:Dmel_CG8014
K11423	Set2:Dmel_CG1716
K10843	Hay:Dmel_CG8019
K08471	Gr43a:Dmel_CG1712
K01597	Dmel_CG8239:Dmel_CG8239
K14548	l(3)72Dn:Dmel_CG5018
K01283	AncE-3:Dmel_CG17988
K01072	Dmel_CG8232:Dmel_CG8232
K09498	Tcp-1zeta:Dmel_CG8231
K05755	Arc-p20:Dmel_CG5972
K14556	Dmel_CG8064:Dmel_CG8064
K02935	mRpL12:Dmel_CG5012
K00759	AprT:Dmel_CG18315
K03283	Hsp70ba:Dmel_CG31449
K10580	Ben:Dmel_CG18319
K10370	TmoD:Dmel_CG1539
K11344	Eaf6:Dmel_CG12756
K08471	Or42b:Dmel_CG12754
K14285	Nxt1:Dmel_CG12752
K00799	GstD3:Dmel_CG4381
K07295	Usp:Dmel_CG4380
K00729	Wol:Dmel_CG7870
K08892	Src42a:Dmel_CG7873
K10721	Dib:Dmel_CG12028
K05328	Trp:Dmel_CG7875
K07515	Mtpalpha:Dmel_CG4389
K09280	RunXb:Dmel_CG42267
K01176	Amy-d:Dmel_CG17876
K05728	Csk:Dmel_CG42317
K08471	Or71a:Dmel_CG17871
K05850	PmcA:Dmel_CG42314
K00757	Dmel_CG3788:Dmel_CG3788
K13177	Ddx1:Dmel_CG9054
K09090	Dpn:Dmel_CG8704
K03264	Eif6:Dmel_CG17611
K03106	Srp54k:Dmel_CG4659
K07868	RhoBtb:Dmel_CG5701
K09380	Zfh2:Dmel_CG1449
K03943	Dmel_CG5703:Dmel_CG5703
K01890	Dmel_CG5706:Dmel_CG5706
K02873	Rpl13:Dmel_CG4651
K03259	Eif4e-6:Dmel_CG1442
K09394	Dp:Dmel_CG4654
K09851	Rassf:Dmel_CG4656
K14012	P47:Dmel_CG11139
K01087	Dmel_CG5177:Dmel_CG5177
K08471	Gr63a:Dmel_CG14979
K11324	DmaP1:Dmel_CG11132
K11108	Rtc1:Dmel_CG11130
K12160	Smt3:Dmel_CG4494
K06125	Coq2:Dmel_CG9613
K09382	PoxM:Dmel_CG9610
K08341	Atg8b:Dmel_CG12334
K02133	Dmel_CG5389:Dmel_CG5389
K12880	Tex:Dmel_CG9615
K03283	Hsp70bbb:Dmel_CG5834
K05317	Ca-Beta:Dmel_CG42403
K09172	Nfi:Dmel_CG2380
K06013	Ste24a:Dmel_CG9000
K00517	Cyp6d4:Dmel_CG12800
K03134	Taf10b:Dmel_CG3069
K09328	Unc-4:Dmel_CG6269
K02263	CoIV:Dmel_CG10664
K02603	Orc1:Dmel_CG10667
K03938	Dmel_CG11455:Dmel_CG11455
K13523	Dmel_CG4729:Dmel_CG4729
K13175	ThoC6:Dmel_CG5632
K04255	Rh7:Dmel_CG5638
K04426	Pk92b:Dmel_CG4720
K08709	Hr4:Dmel_CG16902
K03102	Sqd:Dmel_CG16901
K13728	Rev7:Dmel_CG2948
K04432	Lic:Dmel_CG12244
K10343	Gus:Dmel_CG2944
K00799	GstD5:Dmel_CG12242
