!!SBtab TableType='Proteomaps' Organism='eco'!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
b2592	3671.0	351.205694603	3021233.0	1057.75477627	823.0	ClpB	K03695	Chaperones and folding catalysts
b0437	6694.0	640.417030692	1385658.0	485.128544465	207.0	ClpP	K01358	Peptidases
b0881	502.0	48.0264937866	175700.0	61.5137972447	350			
b0438	3870.0	370.244085566	1640880.0	574.483549362	424.0	ClpX	K03544	Chaperones and folding catalysts
b1249	238.0	22.7695329108	115668.0	40.4961747279	486.0	Cls	K06131	Lipid and steroid metabolism
b0910	980.0	93.7569002208	222460.0	77.884799858	227.0	Cmk	K00945	Pyrimidine metabolism
b1870	594.0	56.8281619706	207900.0	72.787242158	350			
b1871	378.0	36.1633757995	132300.0	46.3191541006	350			
b2933	0.0	0.0	0.0	0.0	462.0	CmtA	K02799	Transport
b2934	0.0	0.0	0.0	0.0	147.0	CmtB	K02798	Transport
b1625	154.0	14.7332271776	53900.0	18.8707664854	350			
b3974	450.0	43.0516378565	142200.0	49.785213251	316.0	CoaA	K00867	Cofactor biosynthesis
b3634	531.0	50.8009326707	84429.0	29.559182627	159.0	CoaD	K00954	Cofactor biosynthesis
b0103	141.0	13.489513195	29046.0	10.169207483	206.0	CoaE	K00859	Cofactor biosynthesis
b1120	666.0	63.7164240276	233100.0	81.6099381772	350	CobB	K12410	Other central metabolism enzymes
b0638	49.0	4.68784501104	9996.0	3.49966942093	204.0	CobC	K02226	Cofactor biosynthesis
b1992	357.0	34.1542993662	88179.0	30.8720838204	247.0	CobS	K02233	Cofactor biosynthesis
b1991	203.0	19.4210721886	72877.0	25.5147467376	359.0	CobT	K00768	Cofactor biosynthesis
b1993	118.0	11.289096149	21358.0	7.47758498322	181.0	CobU	K02231	Cofactor biosynthesis
b0337	611.0	58.4545571785	263952.0	92.4114388749	432.0	CodA	K01485	Pyrimidine metabolism
b0336	76.0	7.27094328243	26600.0	9.312845798	350			
b0446	53.0	5.07052623643	14416.0	5.04714229413	272.0	Cof	K11938	Other enzymes
b1145	527.0	50.4182514453	184450.0	64.5772333624	350			
b0484	164.0	15.689930241	136776.0	47.8862329649	834.0	CopA	K01533	Other enzymes
b3816	591.0	56.5411510516	206850.0	72.4196298239	350			
b3032	306.0	29.2751137424	107100.0	37.4964580814	350			
b4213	286.0	27.3617076155	185042.0	64.7844966975	647.0	CpdB	K01119	Purine metabolism
b2049	0.0	0.0	0.0	0.0	478.0	CpsB	K00971	Carbohydrate metabolism
b2048	0.0	0.0	0.0	0.0	456.0	CpsG	K01840	Carbohydrate metabolism
b3911	144.0	13.7765241141	65808.0	23.0398404615	457.0	CpxA	K07640	Two-component system
b4484	167.0	15.9769411601	58450.0	20.4637532667	350			
b3912	2347.0	224.538208998	544504.0	190.634653699	232.0	CpxR	K07662	Two-component system
b0624	385.0	36.8330679439	134750.0	47.1769162135	350			
b4397	1339.0	128.1025402	468650.0	164.077638467	350			
b4398	105.0	10.0453821665	24045.0	8.41832245161	229.0	CreB	K07663	Two-component system
b4399	25.0	2.3917576587	11850.0	4.14876777091	474.0	CreC	K07641	Two-component system
b4400	0.0	0.0	0.0	0.0	350			
b0240	6819.0	652.375818986	906927.0	317.521477483	133.0	Crl	K11926	Transcription factors
b1146	3.0	0.287010919043	1050.0	0.367612334132	350			
b3357	5159.0	493.563110448	1083390.0	379.302406357	210.0	Crp	K10914	Transcription factors
b2417	11275.0	1078.68270407	1905475.0	667.120107028	169.0	Crr	K02777	Transport
b2810	185.0	17.6990066743	74185.0	25.9726866739	401.0	CsdA	K01766	Other enzymes
b2811	370.0	35.3980133487	129500.0	45.3388545429	350			
b2812	791.0	75.6752123211	276850.0	96.927118766	350			
b1042	33.0	3.15712010948	5016.0	1.75613663619	152.0	CsgA	K04334	Secretion system
b1041	0.0	0.0	0.0	0.0	151.0	CsgB	K04335	Secretion system
b1043	0.0	0.0	0.0	0.0	110.0	CsgC	K04336	Secretion system
b1040	12.0	1.14804367617	2592.0	0.907477304828	216.0	CsgD	K04333	Transcription factors
b1039	0.0	0.0	0.0	0.0	129.0	CsgE	K04337	Secretion system
b1038	14.0	1.33938428887	1932.0	0.676406694802	138.0	CsgF	K04338	Secretion system
b1037	7.0	0.669692144435	1939.0	0.678857443696	277.0	CsgG	K06214	Secretion system
b2659	0.0	0.0	0.0	0.0	350			
b2535	3.0	0.287010919043	1050.0	0.367612334132	350			
b2664	9.0	0.86103275713	3150.0	1.10283700239	350			
b3556	31869.0	3048.916993	2230830.0	781.029165096	70.0	CspA	K03704	Chaperones and folding catalysts
b1557	212.0	20.2821049457	15052.0	5.26981033652	71.0	CspB	K03704	Chaperones and folding catalysts
b1823	80903.0	7740.01479446	5582307.0	1954.40467248	69.0	CspC	K03704	Chaperones and folding catalysts
b0880	658.0	62.9510615769	55272.0	19.3511132687	84.0	CspD	K03704	Chaperones and folding catalysts
b0623	56258.0	5382.22009451	3881802.0	1359.04599415	69.0	CspE	K03704	Chaperones and folding catalysts
b1558	10.0	0.956703063478	3500.0	1.22537444711	350	CspF	K03704	Chaperones and folding catalysts
b0990	604.0	57.7848650341	42280.0	14.802523321	70.0	CspG	K03704	Chaperones and folding catalysts
b0989	4.0	0.382681225391	280.0	0.0980299557684	70.0	CspH	K03704	Chaperones and folding catalysts
b1552	28.0	2.67876857774	1960.0	0.686209690379	70.0	CspI	K03704	Chaperones and folding catalysts
b2696	16543.0	1582.67387791	1009123.0	353.30101091	61.0	CsrA	K03563	Two-component system
b3252	45.0	4.30516378565	15750.0	5.51418501197	350			
b0598	51.0	4.87918562374	17850.0	6.24940968024	350			
b0123	601.0	57.497854115	210350.0	73.645004271	350			
b0487	545.0	52.1403169596	73575.0	25.7591214131	135.0	CueR	K11923	Transcription factors
b0575	0.0	0.0	0.0	0.0	1047.0	CusA	K07787	Two-component system
b0574	0.0	0.0	0.0	0.0	407.0	CusB	K07798	Two-component system
b0572	0.0	0.0	0.0	0.0	460.0	CusC	K07796	Two-component system
b0573	9.0	0.86103275713	990.0	0.346605915038	110.0	CusF	K07810	Two-component system
b0571	124.0	11.8631179871	28148.0	9.8548114106	227.0	CusR	K07665	Two-component system
b0570	14.0	1.33938428887	6720.0	2.35271893844	480.0	CusS	K07644	Two-component system
b4137	177.0	16.9336442236	61950.0	21.6891277138	350			
b1874	201.0	19.2297315759	70350.0	24.6300263868	350			
b2313	127.0	12.1501289062	44450.0	15.5622554782	350			
b1191	31.0	2.96577949678	10850.0	3.79866078603	350			
b3806	342.0	32.7192447709	290016.0	101.536627329	848.0	CyaA	K05851	Purine metabolism
b3807	1815.0	173.641606021	635250.0	222.40546215	350			
b1418	1345.0	128.676562038	470750.0	164.812863136	350			
b4208	689.0	65.9168410736	241150.0	84.4282994055	350			
b0733	1405.0	134.416780419	733410.0	256.771963786	522.0	CydA	K00425	Oxidative phosphorylation
b0734	1092.0	104.471974532	413868.0	144.898077621	379.0	CydB	K00426	Oxidative phosphorylation
b0886	154.0	14.7332271776	88242.0	30.8941405604	573.0	CydC	K06148	Transport
b0887	216.0	20.6647861711	127008.0	44.4663879366	588.0	CydD	K06148	Transport
b0338	94.0	8.99300879669	32900.0	11.5185198028	350	CynR	K11921	Transcription factors
b0340	49.0	4.68784501104	17150.0	6.00433479082	350	CynS	K01725	Amino acid metabolism
b0339	18.0	1.72206551426	6300.0	2.20567400479	350	CynT	K01673	Amino acid metabolism
b0341	0.0	0.0	0.0	0.0	350	CynX	K03449	Transport
b0432	6446.0	616.690794718	2030490.0	710.888731744	315.0	CyoA	K02297	Oxidative phosphorylation
b0431	4521.0	432.525454998	2997423.0	1049.41872896	663.0	CyoB	K02298	Oxidative phosphorylation
b0430	5041.0	482.274014299	1028364.0	360.037419407	204.0	CyoC	K02299	Oxidative phosphorylation
b0429	9627.0	921.01803921	1049343.0	367.382313842	109.0	CyoD	K02300	Oxidative phosphorylation
b0428	1459.0	139.582976961	431864.0	151.198602921	296.0	CyoE	K02301	Oxidative phosphorylation
b2422	7403.0	708.247277893	2702095.0	946.022333329	365.0	CysA	K02045	Transport
b1275	4475.0	428.124620906	1449900.0	507.620117388	324.0	CysB	K13634	Transcription factors
b2750	3541.0	338.768554778	711741.0	249.185495531	201.0	CysC	K00860	Purine metabolism
b2752	22588.0	2161.00087978	6821576.0	2388.28140554	302.0	CysD	K00957	Purine metabolism
b3607	574.0	54.9147558436	156702.0	54.8624647458	273.0	CysE	K00640	Amino acid metabolism
b3368	215.0	20.5691158648	98255.0	34.3997618001	457.0	CysG	K02302	Cofactor biosynthesis
b2762	5175.0	495.09383535	1262700.0	442.080089817	244.0	CysH	K00390	Amino acid metabolism
b2763	11068.0	1058.87895066	6308760.0	2208.74094198	570.0	CysI	K00381	Amino acid metabolism
b2764	9860.0	943.309220589	5906140.0	2067.78086772	599.0	CysJ	K00380	Amino acid metabolism
b2414	68972.0	6598.57236942	22277956.0	7799.66800461	323.0	CysK	K01738	Amino acid metabolism
b2421	5838.0	558.523248458	1768914.0	619.309147065	303.0	CysM	K12339	Amino acid metabolism
b2751	13629.0	1303.89060521	6473775.0	2266.51384609	475.0	CysN	K00956	Purine metabolism
b2425	8037.0	768.902252117	2716506.0	951.067725088	338.0	CysP	K02048	Transport
b4214	667.0	63.812094334	233450.0	81.7324756219	350	CysQ	K01082	Amino acid metabolism
b0526	1816.0	173.737276328	837176.0	293.10116518	461.0	CysS	K01883	tRNA loading
b2424	1488.0	142.357415846	412176.0	144.305696603	277.0	CysU	K02046	Transport
b2423	936.0	89.5474067415	272376.0	95.3607401156	291.0	CysW	K02047	Transport
b2413	231.0	22.0998407663	80850.0	28.3061497281	350			
b3934	293.0	28.0313997599	99913.0	34.980239181	341.0	CytR	K05499	Transcription factors
b0632	2135.0	204.256104053	860405.0	301.233800332	403.0	DacA	K07258	Peptidases
b3182	232.0	22.1955110727	110664.0	38.7442393756	477.0	DacB	K07259	Peptidases
b0839	630.0	60.2722929991	252000.0	88.2269601916	400.0	DacC	K07258	Peptidases
b2010	17.0	1.62639520791	6596.0	2.30930567232	388.0	DacD	K07258	Peptidases
b1189	2178.0	208.369927226	940896.0	329.414261652	432.0	DadA	K00285	Amino acid metabolism
b1190	664.0	63.5250834149	236384.0	82.7596895156	356.0	DadX	K01775	Amino acid metabolism
b3387	215.0	20.5691158648	59770.0	20.9258944867	278.0	Dam	K06223	DNA replication control
b3388	1649.0	157.760335168	577150.0	202.064246328	350			
b2478	2885.0	276.008833813	842420.0	294.937126209	292.0	DapA	K01714	Amino acid metabolism
b0031	1677.0	160.439103745	457821.0	160.286329928	273.0	DapB	K00215	Amino acid metabolism
b0166	11067.0	1058.78328035	3032358.0	1061.64971648	274.0	DapD	K00674	Amino acid metabolism
b2472	997.0	95.3832954288	373875.0	130.896248975	375.0	DapE	K01439	Amino acid metabolism
b3809	736.0	70.413345472	201664.0	70.6039750003	274.0	DapF	K01778	Amino acid metabolism
b1343	92.0	8.801668184	42044.0	14.7198980726	457.0	DbpA	K05591	Ribosome biogenesis
b2065	661.0	63.2380724959	127573.0	44.664198383	193.0	Dcd	K01494	Pyrimidine metabolism
b1961	169.0	16.1682817728	91429.0	32.0099315213	541.0	Dcm	K00558	DNA replication control
b1538	774.0	74.0488171132	527094.0	184.539291092	681.0	Dcp	K01284	Peptidases
b3472	2828.0	270.555626352	989800.0	346.535893641	350			
b3528	105.0	10.0453821665	44940.0	15.7338079008	428.0	DctA	K11103	Two-component system
b3507	0.0	0.0	0.0	0.0	350			
b4138	778.0	74.4314983386	272300.0	95.3341319848	350			
b4123	0.0	0.0	0.0	0.0	446.0	DcuB	K07792	Two-component system
b0621	0.0	0.0	0.0	0.0	350			
b3227	0.0	0.0	0.0	0.0	350			
b4124	173.0	16.5509629982	41347.0	14.4758735041	239.0	DcuR	K07703	Two-component system
b4125	43.0	4.11382317296	23349.0	8.17464799013	543.0	DcuS	K07701	Two-component system
b1919	2116.0	202.438368232	694048.0	242.991052647	328.0	DcyD	K05396	Amino acid metabolism
b0381	3589.0	343.360729482	1306396.0	457.378364629	364.0	DdlA	K01921	Amino acid metabolism
b0092	824.0	78.8323324306	252144.0	88.2773755974	306.0	DdlB	K01921	Amino acid metabolism
b1487	0.0	0.0	0.0	0.0	350	DdpA	K02035	Transport
b1486	0.0	0.0	0.0	0.0	350	DdpB	K02033	Transport
b1485	0.0	0.0	0.0	0.0	350	DdpC	K02034	Transport
b1484	0.0	0.0	0.0	0.0	350	DdpD	K02031	Transport
b1483	0.0	0.0	0.0	0.0	350	DdpF	K02032	Transport
b1488	0.0	0.0	0.0	0.0	350	DdpX	K08641	Peptidases
b3162	2801.0	267.97252808	1806645.0	632.519033712	645.0	DeaD	K05592	Ribosome biogenesis
b2317	345.0	33.00625569	120750.0	42.2754184251	350			
b2314	281.0	26.8833560837	98350.0	34.4330219637	350			
B3287	2246.0	214.875508057	786100.0	275.21910082	350			
b0161	2238.0	214.110145606	1060812.0	371.397690852	474.0	DegP	K04771	Chaperones and folding catalysts
b3234	492.0	47.0697907231	223860.0	78.3749496368	455.0	DegQ	K04772	Peptidases
b3235	144.0	13.7765241141	51120.0	17.8974690674	355.0	DegS	K04691	Peptidases
b4382	252.0	24.1089171996	110880.0	38.8198624843	440.0	DeoA	K00758	Pyrimidine metabolism
b4383	1501.0	143.601129828	610907.0	213.882807816	407.0	DeoB	K01839	Carbohydrate metabolism
b4381	725.0	69.3609721022	187775.0	65.7413390872	259.0	DeoC	K01619	Pentose phosphate metabolism
b4384	8832.0	844.960145664	2110848.0	739.022628835	239.0	DeoD	K03784	Purine metabolism
b0840	274.0	26.2136639393	69048.0	24.1741870925	252.0	DeoR	K11534	Transcription factors
b2511	1538.0	147.140931163	538300.0	188.462589965	350			
B3639	512.0	48.9831968501	179200.0	62.7391716918	350			
b4042	1043.0	99.7841295208	127246.0	44.549713399	122.0	DgkA	K00901	Phosphatidylinositol signaling system
b4477	4.0	0.382681225391	820.0	0.287087727608	205.0	DgoA	K01631	Carbohydrate metabolism
b4478	6.0	0.574021838087	2292.0	0.802445209361	382.0	DgoD	K01684	Carbohydrate metabolism
b3693	0.0	0.0	0.0	0.0	292.0	DgoK	K00883	Carbohydrate metabolism
b4479	317.0	30.3274871123	110950.0	38.8443699732	350			
b3691	0.0	0.0	0.0	0.0	445.0	DgoT	K08194	Transport
b1594	93.0	8.89733849035	32550.0	11.3959823581	350			
b0160	109.0	10.4280633919	55045.0	19.2716389831	505.0	Dgt	K01129	Purine metabolism
b1200	183.0	17.5076660616	65148.0	22.8087698514	356.0	DhaK	K05878	Lipid and steroid metabolism
b1199	357.0	34.1542993662	74970.0	26.247520657	210.0	DhaL	K05879	Lipid and steroid metabolism
b1198	275.0	26.3093342456	129800.0	45.4438866384	472.0	DhaM	K05881	Transport
b1201	48.0	4.59217470469	30816.0	10.7888968463	642.0	DhaR	K05880	Transcription factors
b3149	260.0	24.8742796504	50960.0	17.8414519499	196.0	DiaA	K12961	Chromosome-related
b1570	256.0	24.491598425	89600.0	31.3695858459	350			
b1575	0.0	0.0	0.0	0.0	350			
b1569	44.0	4.2094934793	15400.0	5.39164756726	350			
b0231	13.0	1.24371398252	4563.0	1.59753817204	351.0	DinB	K02346	DNA repair and recombination proteins
b3645	56.0	5.35753715548	19600.0	6.86209690379	350			
b4044	39.0	3.73114194756	13650.0	4.77896034371	350			
b0799	23.0	2.200417046	16468.0	5.76556182712	716.0	DinG	K03722	DNA repair and recombination proteins
b1061	929.0	88.8777145971	325150.0	113.837286136	350			
b0226	527.0	50.4182514453	184450.0	64.5772333624	350			
b4613	10.0	0.956703063478	3500.0	1.22537444711	350			
b0055	341.0	32.6235744646	92411.0	32.3537365804	271.0	DjlA	K05801	Chaperones and folding catalysts
b0646	0.0	0.0	0.0	0.0	350			
b0649	0.0	0.0	0.0	0.0	350			
b3012	57.0	5.45320746182	15675.0	5.48792698811	275.0	DkgA	K06221	Other enzymes
b0207	299.0	28.605421598	79833.0	27.9500909245	267.0	DkgB	K06222	Other enzymes
b0145	17469.0	1671.26458159	2637819.0	923.518856768	151.0	DksA	K06204	Transcription factors
b2133	556.0	53.1926903294	317476.0	111.150565134	571.0	Dld	K03777	Glycolysis
b1800	29.0	2.77443888409	10150.0	3.55358589661	350	DmlA	K07246	TCA cycle and anaplerotic enzymes
b1799	30.0	2.87010919043	10500.0	3.67612334132	350			
b0894	12.0	1.14804367617	9768.0	3.41984502838	814.0	DmsA	K07306	Other enzymes
b0895	16.0	1.53072490156	5600.0	1.96059911537	350	DmsB	K07307	
b0896	5.0	0.478351531739	1750.0	0.612687223553	350	DmsC	K07308	
b1591	314.0	30.0404761932	109900.0	38.4767576391	350			
b3702	343.0	32.8149150773	160181.0	56.0804869462	467.0	DnaA	K02313	DNA replication control
b4052	364.0	34.8239915106	171444.0	60.023741917	471.0	DnaB	K02314	DNA replication complex
b4361	233.0	22.291181379	57085.0	19.9858572323	245.0	DnaC	K02315	DNA replication control
b0184	152.0	14.5418865649	176320.0	61.7308635753	1160.0	DnaE	K02337	DNA replication complex
b3066	181.0	17.316325449	105161.0	36.8176006377	581.0	DnaG	K02316	DNA replication complex
b0015	4951.0	473.663686728	1861576.0	651.750760498	376.0	DnaJ	K03686	Chaperones and folding catalysts
b0014	45951.0	4396.14624699	29316738.0	10263.9947479	638.0	DnaK	K04043	Chaperones and folding catalysts
b3701	764.0	73.0921140497	279624.0	97.8983155421	366.0	DnaN	K02338	DNA replication complex
b0215	642.0	61.4203366753	156006.0	54.6187902843	243.0	DnaQ	K02342	DNA replication complex
b4362	151.0	14.4462162585	27029.0	9.46304169452	179.0	DnaT	K02317	Homologous recombination
b0470	135.0	12.915491357	86805.0	30.3910368231	643.0	DnaX	K02343	DNA replication complex
b1490	8.0	0.765362450782	2800.0	0.980299557684	350	DosC	K13069	Other enzymes
b1489	0.0	0.0	0.0	0.0	350	DosP	K13243	Other enzymes
b0620	59.0	5.64454807452	13334.0	4.66832653649	226.0	DpiA	K07702	Two-component system
b0619	0.0	0.0	0.0	0.0	552.0	DpiB	K07700	Two-component system
b3544	2510.0	240.132468933	1342850.0	470.141164656	535.0	Dppa	K12368	Transport
b3543	211.0	20.1864346394	71529.0	25.042802522	339.0	DppB	K12369	Transport
b3542	214.0	20.4734455584	64200.0	22.4768684298	300.0	DppC	K12370	Transport
b3541	372.0	35.5893539614	121644.0	42.5884140696	327.0	DppD	K12371	Transport
b3540	336.0	32.1452229329	112224.0	39.290406272	334.0	DppF	K12372	Transport
b0812	2446.0	234.009569327	484308.0	169.559613637	198.0	Dps	K04047	Chromosome-related
b3860	5197.0	497.19858209	1080976.0	378.457248095	208.0	DsbA	K03673	Chaperones and folding catalysts
b1185	804.0	76.9189263036	141504.0	49.5415387895	176.0	DsbB	K03611	Chaperones and folding catalysts
b2893	1266.0	121.118607836	298776.0	104.603564517	236.0	DsbC	K03981	Chaperones and folding catalysts
b4136	221.0	21.1431377029	77350.0	27.080775281	350	DsbD	K04084	Chaperones and folding catalysts
b0604	278.0	26.5963451647	74504.0	26.084370802	268.0	DsbG	K03805	Chaperones and folding catalysts
b2366	405.0	38.7464740709	179010.0	62.6726513647	442.0	DsdA	K01753	Amino acid metabolism
b2364	93.0	8.89733849035	28923.0	10.1261443239	311.0	DsdC	K13636	Transcription factors
b2365	10.0	0.956703063478	3500.0	1.22537444711	350			
b1952	961.0	91.9391644002	336350.0	117.758484367	350			
b3887	1026.0	98.1577343128	359100.0	125.723418273	350			
b1634	1907.0	182.443274205	667450.0	233.678907063	350			
b3496	21.0	2.0090764333	7350.0	2.57328633892	350			
b0709	5.0	0.478351531739	1750.0	0.612687223553	350			
b4049	566.0	54.1493933929	187346.0	65.5911431907	331.0	DusA	K05539	Other enzymes
b3260	127.0	12.1501289062	40767.0	14.2728114529	321.0	DusB	K05540	Other enzymes
b2140	62.0	5.93155899356	19592.0	6.85929604791	316.0	DusC	K05541	Other enzymes
b3640	1948.0	186.365756766	294148.0	102.983269391	151.0	Dut	K01520	DNA repair and recombination proteins
b0173	373.0	35.6850242677	148454.0	51.9747823344	398.0	Dxr	K00099	Cofactor biosynthesis
b0420	422.0	40.3728692788	261640.0	91.6019915259	620.0	Dxs	K01662	Cofactor biosynthesis
b1533	52.0	4.97485593009	18200.0	6.37194712495	350			
b2578	2.0	0.191340612696	700.0	0.245074889421	350			
b3076	0.0	0.0	0.0	0.0	1030.0	EbgA	K12111	Carbohydrate metabolism
b3077	0.0	0.0	0.0	0.0	149.0	EbgC	K12112	Carbohydrate metabolism
b3075	133.0	12.7241507443	128212.0	44.8879167464	964.0	EbgR	K12113	Transcription factors
b4410	262.0	25.0656202631	91700.0	32.1048105142	350			
b4411	824.0	78.8323324306	288400.0	100.970854441	350			
b2209	1735.0	165.987981513	607250.0	212.602466573	350			
b0140	0.0	0.0	0.0	0.0	350			
b1850	8106.0	775.503503255	1726578.0	604.487017753	213.0	Eda	K01625	TCA cycle and anaplerotic enzymes
b1851	88.0	8.41898695861	53064.0	18.5780770461	603.0	Edd	K01690	Pentose phosphate metabolism
b1019	72.0	6.88826205704	25200.0	8.82269601916	350			
b1018	456.0	43.6256596946	159600.0	55.877074788	350			
b4147	19159.0	1832.94739932	3601892.0	1261.04754801	188.0	Efp	K02356	Translation factors
b2267	506.0	48.409175012	177100.0	62.0039470235	350			
b2266	551.0	52.7143387976	192850.0	67.5181320355	350			
b2269	0.0	0.0	0.0	0.0	350			
b3209	1630.0	155.942599347	570500.0	199.736034878	350			
b0938	36.0	3.44413102852	12600.0	4.41134800958	350			
b0940	0.0	0.0	0.0	0.0	350	ElfC	K07347	Bacterial motility proteins
b0939	0.0	0.0	0.0	0.0	350			
b0941	2.0	0.191340612696	700.0	0.245074889421	350			
b2685	317.0	30.3274871123	110950.0	38.8443699732	350			
b2686	59.0	5.64454807452	30208.0	10.5760317995	512.0	EmrB	K03446	Transport
b3673	163.0	15.5942599347	64222.0	22.4845707834	394.0	EmrD	K08154	Transport
b0543	196.0	18.7513800442	68600.0	24.0173391633	350			
b2368	0.0	0.0	0.0	0.0	387.0	EmrK	K07797	Two-component system
b2367	0.0	0.0	0.0	0.0	512.0	EmrY	K07786	Two-component system
b1193	782.0	74.814179564	188462.0	65.9818625858	241.0	EmtA	K08308	Other enzymes
b2945	70.0	6.69692144435	16520.0	5.78376739034	236.0	EndA	K01150	Other enzymes
b2779	35091.0	3357.16672005	15159312.0	5307.38101728	432.0	Eno	K01689	Glycolysis
b0596	2.0	0.191340612696	516.0	0.180655204202	258.0	EntA	K00216	Cofactor biosynthesis
b0595	6.0	0.574021838087	1710.0	0.598682944157	285.0	EntB	K01252	Cofactor biosynthesis
b0593	12.0	1.14804367617	4740.0	1.65950710837	395.0	EntC	K02361	Cofactor biosynthesis
b0583	0.0	0.0	0.0	0.0	256.0	EntD	K02362	Other enzymes
b0594	9.0	0.86103275713	4824.0	1.6889160951	536.0	EntE	K02363	Cofactor biosynthesis
b0586	4.0	0.382681225391	5356.0	1.87517301106	1339.0	EntF	K02364	Cofactor biosynthesis
b0597	7.0	0.669692144435	2450.0	0.857762112974	350			
b0591	24.0	2.29608735235	9984.0	3.49546813711	416.0	EntS	K08225	Transport
b3613	165.0	15.7856005474	57750.0	20.2186783772	350			
b3264	0.0	0.0	0.0	0.0	350			
b0566	0.0	0.0	0.0	0.0	350	EnvY	K11920	Transcription factors
b3404	82.0	7.84496512052	36900.0	12.9189477423	450.0	EnvZ	K07638	Two-component system
b2927	521.0	49.8442296072	176619.0	61.8355455638	339.0	Epd	K03472	Cofactor biosynthesis
b4114	0.0	0.0	0.0	0.0	547.0	EptA	K03760	Glycan metabolism
b3546	24.0	2.29608735235	13776.0	4.82307382381	574.0	EptB	K12975	Glycan metabolism
b2566	1275.0	121.979640593	446250.0	156.235242006	350			
b1990	48.0	4.59217470469	16800.0	5.8817973461	350			
b0156	8753.0	837.402191462	3063550.0	1072.57025355	350			
b0554	18.0	1.72206551426	6300.0	2.20567400479	350			
b1556	0.0	0.0	0.0	0.0	350			
