K11093	U1-70k:AT3G50670
K02126	Atp6-2:ArthMp098
K00889	Pip5k4:AT3G56960
K00814	ALAAT2:AT1G72330
K02128	Atp9:ArthMp094
K08869	AtaTh8:AT2G39190
K01126	AT1G74210:AT1G74210
K08238	Xt1:AT3G62720
K00924	Ckl13:AT1G04440
K13496	UGT73C6:AT2G36790
K13425	WrkY22:AT4G01250
K10046	Gme:AT5G28840
ath_AT1G18590	SOT17:AT1G18590
K10875	DRD1:AT2G16390
K01501	Nit1:AT3G44310
K10579	RCE1:AT4G36800
K01728	AT1G04680:AT1G04680
K02958	AT5G43640:AT5G43640
K02910	AT4G26230:AT4G26230
K01623	AT2G01140:AT2G01140
K02641	Fnr1:AT5G66190
K01516	AtaPy2:AT5G18280
K02943	AT2G27710:AT2G27710
K12830	AT3G11960:AT3G11960
K03011	NrpB3:AT2G15430
K00895	Mee51:AT4G04040
K01807	RPI2:AT2G01290
K02941	AT2G40010:AT2G40010
K00654	Spt1:AT3G48780
K00006	AT5G40610:AT5G40610
K01714	DhdPs2:AT2G45440
K00517	CYP81D1:AT5G36220
K08909	LhcA3:AT1G61520
K00517	Cyp71a15:AT5G24950
K11583	AT1G54450:AT1G54450
K12837	AT1G60830:AT1G60830
K02889	AT1G09690:AT1G09690
K08901	PQL1:AT3G01440
K11752	AT4G20960:AT4G20960
K01074	AT5G47340:AT5G47340
K03061	AT1G53780:AT1G53780
K05857	PLC2:AT3G08510
K00948	AT2G44530:AT2G44530
K13356	MS2:AT3G11980
K10609	Cul4:AT5G46210
K02942	AT4G00810:AT4G00810
K02734	Pbd1:AT3G22630
K01307	AtgGh1:AT1G78660
K11673	AtaRp9:AT5G43500
K01852	Las1:AT3G45130
K04077	AT5G56500:AT5G56500
K00510	HO3:AT1G69720
K00857	AT5G23070:AT5G23070
K03768	Roc4:AT3G62030
K12670	Dgl1:AT5G66680
K15400	AT5G41040:AT5G41040
K04382	Pp2A-3:AT3G58500
K01892	AT3G02760:AT3G02760
K14314	EMB3012:AT5G40480
K12832	AT3G23325:AT3G23325
K07359	GriK1:AT3G45240
K09422	Myb112:AT1G48000
K13250	AT5G14030:AT5G14030
K01873	Twn2:AT1G14610
K02358	RABE1b:AT4G20360
K13137	AT1G15470:AT1G15470
K00654	AtlCb1:AT4G36480
K02639	AtfD4:AT5G10000
K00416	AT2G01090:AT2G01090
K00924	AtsK32:AT4G00720
K06063	SKIP:AT1G77180
K14487	GH3.9:AT2G47750
K02946	AT3G13120:AT3G13120
K10255	Fad6:AT4G30950
K01728	AT3G24670:AT3G24670
K11423	ASHH3:AT2G44150
K01078	Pap3:AT1G14700
K04371	AtmPk2:AT1G59580
K10886	XrcC4:AT3G23100
K10206	Agd2:AT4G33680
K01756	AT4G18440:AT4G18440
K02258	AT1G02410:AT1G02410
K14536	AT3G22980:AT3G22980
K13431	AT4G30600:AT4G30600
K12471	AT5G11710:AT5G11710
K02919	AT5G20180:AT5G20180
K11088	Smd3:AT1G76300
K11430	Clf:AT2G23380
K02540	MCM2:AT1G44900
K03798	Var2:AT2G30950
K01087	AT4G39770:AT4G39770
K09580	PDIL5-2:AT1G35620
K00517	Cyp71b26:AT3G26290
K12823	AT1G55150:AT1G55150
K03350	Cdc27a:AT3G16320
K01681	ACO3:AT2G05710
K08493	Sgr4:AT5G39510
K06634	CycH:AT5G27620
K14487	WES1:AT4G27260
K00697	AttPs3:AT1G17000
K09422	Myb51:AT1G18570
K09422	Myb3:AT1G22640
K12890	SRp34a:AT3G49430
K14498	SNRK2.5:AT5G63650
K09422	Myb22:AT5G40430
K01802	FkbP12:AT5G64350
K05868	CycB2:AT1G20610
K09338	Hat3:AT3G60390
K03125	Haf01:AT1G32750
K02883	AT2G47570:AT2G47570
K08912	Cab3:AT1G29910
K13993	AT1G07400:AT1G07400
K15849	AAT:AT2G22250
K12599	AT3G46960:AT3G46960
K12189	Vps25:AT4G19003
K10866	Rad50:AT2G31970
K01193	AtbFruct1:AT3G13790
K00434	Apx2:AT3G09640
K05658	PGP11:AT1G02520
K03231	AT1G07920:AT1G07920
K04368	AtmKk2:AT4G29810
K02942	AT5G47700:AT5G47700
K00526	Rnr2a:AT3G23580
K01673	Bca6:AT1G58180
K13447	RBOHA:AT5G07390
K05286	AT5G14850:AT5G14850
K01647	Csy2:AT3G58750
K12848	AT3G05760:AT3G05760
K12180	Fus5:AT1G02090
K10728	Mei1:AT1G77320
K01051	AT4G03930:AT4G03930
K07936	Ran-1:AT5G20010
K02636	PetC:AT4G03280
K13789	AT3G14510:AT3G14510
K09422	Myb2:AT2G47190
K03798	Var1:AT5G42270
K00799	GSTU24:AT1G17170
K00517	Cyp71b17:AT3G26160
K14548	AT4G07410:AT4G07410
K02881	AT1G48350:AT1G48350
K01179	GH9A4:AT3G43860
K12356	UGT72E1:AT3G50740
K00457	Pds1:AT1G06570
K00517	Cyp71a18:AT1G11610
K00430	AT5G40150:AT5G40150
K09595	AtsPp:AT2G03120
K11434	PrmT11:AT4G29510
K00940	NDPK3:AT4G11010
K10745	AT2G39440:AT2G39440
K01988	AT3G09020:AT3G09020
K02723	PsbY:AT1G67740
K05387	AtgLr2.3:AT2G24710
K02961	emb1129:AT1G49400
K09840	NceD3:AT3G14440
K13648	GauT2:AT2G46480
K02953	AT3G60770:AT3G60770
K01187	AT3G45940:AT3G45940
K11290	Nrp2:AT1G18800
K07977	Arf1a1c:AT2G47170
K03259	eIF4E3:AT1G29590
K09458	Fab1:AT1G74960
K13493	UGT76C1:AT5G05870
K02981	AT1G58983:AT1G58983
K00827	PYD4:AT3G08860
K13126	PAB8:AT1G49760
K07203	Tor:AT1G50030
K12863	EMB2769:AT3G13200
K11155	Tag1:AT2G19450
K11826	AT5G46630:AT5G46630
K08857	AtnEk1:AT1G54510
K03869	AtcUl3:AT1G26830
K06100	AT1G27595:AT1G27595
K00454	Lox1:AT1G55020
K01090	Ppx1:AT4G26720
K05387	Glr1.3:AT5G48410
K08081	AT1G07450:AT1G07450
K03245	AT5G37475:AT5G37475
K00430	AT4G17690:AT4G17690
K02183	Cam3:AT3G56800
K00232	Acx5:AT2G35690
K13789	GgpS6:AT1G49530
K13448	AtcEn2:AT3G50360
K00029	NADP-ME2:AT5G11670
K00472	AT4G33910:AT4G33910
K03039	AT5G45620:AT5G45620
K08492	Syp81:AT1G51740
K00232	Acx6:AT1G06310
K10798	App:AT4G02390
K01537	Aca11:AT3G57330
K00695	Sus1:AT5G20830
K12155	Cyp79f2:AT1G16400
K02321	PolA2:AT1G67630
K03249	Eif2:AT2G39990
K02690	PsaB:ArthCp021
K13448	Mss3:AT2G43290
K05574	NdhC:ArthCp027
K05582	NdhK:ArthCp026
K12883	Cbp20:AT5G44200
K02986	Rps4:ArthCp024
K02112	AtpB:ArthCp029
K02114	AtpE:ArthCp028
K01358	Clp2:AT1G12410
K15891	FLDH:AT4G33360
K05387	Glr5:AT2G32400
K14270	Acs10:AT1G62960
K01866	AT1G28350:AT1G28350
K02918	AT3G55170:AT3G55170
K07407	AGAL1:AT5G08380
K01728	AT2G02720:AT2G02720
K13513	LpaT4:AT1G75020
K01738	CysD1:AT3G04940
K05391	CngC1:AT5G53130
K05282	Yap169:AT5G07200
K01209	ASD1:AT3G10740
K00921	FAB1C:AT1G71010
K01438	AT4G17830:AT4G17830
K10569	AT5G13920:AT5G13920
K14491	RR13:AT2G27070
K09422	Myb118:AT3G27785
K00799	GSTU18:AT1G10360
K10590	UPL4:AT5G02880
K03963	AT2G02050:AT2G02050
K07750	Smo2-1:AT1G07420
K02904	AT5G65220:AT5G65220
K07976	Ara-2:AT1G06400
K04564	Msd1:AT3G10920
K00600	Shm4:AT4G13930
K08334	ATG6:AT3G61710
K13462	AtmIn7:AT3G43300
K08503	Syp51:AT1G16240
K07976	Rha1:AT5G45130
K02210	Prl:AT4G02060
K03022	AT1G06790:AT1G06790
K01889	AT4G39280:AT4G39280
K13648	GauT12:AT5G54690
K06269	TOPP6:AT5G43380
K12854	AT2G42270:AT2G42270
K13464	JAZ12:AT5G20900
K02136	ATP3:AT2G33040
K12349	AT2G38010:AT2G38010
K00128	ALDH3I1:AT4G34240
K04715	AT5G51290:AT5G51290
K05305	FKGP:AT1G01220
K04536	Agb1:AT4G34460
K08341	Atg8d:AT2G05630
K10684	Sae1b:AT5G50580
K00083	ELI3-2:AT4G37990
K02147	AT1G20260:AT1G20260
K00167	Din4:AT3G13450
K13379	Rgp1:AT3G02230
K03955	MtaCp2:AT1G65290
K01930	AtdFb:AT5G05980
K12823	AT5G63120:AT5G63120
K01623	FBA1:AT2G21330
K09828	Dwf1:AT3G19820
K13126	PAB2:AT4G34110
K02639	AtfD1:AT1G10960
K14487	AT5G13380:AT5G13380
K09422	Myb43:AT5G16600
K11436	PrmT3:AT3G12270
K00392	Sir:AT5G04590
K00033	AT3G02360:AT3G02360
K00432	AtgPx2:AT2G31570
K10536	EMB1873:AT5G08170
K13648	GauT3:AT4G38270
K15728	PAH2:AT5G42870
K13412	Cpk21:AT4G04720
K02939	AT5G53070:AT5G53070
K02978	AT2G45710:AT2G45710
K01265	Map2a:AT2G44180
K01051	AT3G43270:AT3G43270
K12896	RSZ32:AT3G53500
K02717	PsbP-2:AT2G30790
K04523	AT2G17190:AT2G17190
K00030	IDH-VI:AT3G09810
K03243	AT1G76810:AT1G76810
K03009	NrpB12:AT5G41010
K14521	AT1G10490:AT1G10490
K09264	Pi:AT5G20240
K02882	AT2G34480:AT2G34480
K03680	AT5G38640:AT5G38640
K07375	Tub6:AT5G12250
K08515	VAMP712:AT2G25340
K13448	Cam8:AT4G14640
K05284	Pnt1:AT5G22130
K03265	Erf1-1:AT5G47880
K02959	Ssr16:AT4G34620
K02698	PsaK:AT1G30380
K11314	Ada2a:AT3G07740
K02979	AT5G03850:AT5G03850
K00915	IPK2a:AT5G07370
K13681	Ft1:AT2G03220
K00430	AT4G37530:AT4G37530
K00472	AT3G28480:AT3G28480
K01939	AdsS:AT3G57610
K00384	NTRA:AT2G17420
K01179	GH9B18:AT4G39010
K02955	AT3G52580:AT3G52580
K00276	AT2G42490:AT2G42490
K05907	Apr1:AT4G04610
K13449	Pr1:AT2G14610
K03139	AT3G52270:AT3G52270
K13356	FAR4:AT3G44540
K05285	AT3G01380:AT3G01380
K03347	CUL1:AT4G02570
K10752	Msi3:AT4G35050
K12191	Vps2.1:AT2G06530
K00799	GSTU2:AT2G29480
K03257	AT1G72730:AT1G72730
K09833	Hpt1:AT2G18950
K01904	4cl2:AT3G21240
K00360	Nia2:AT1G37130
K13800	AT3G60180:AT3G60180
K00026	mMDH1:AT1G53240
K02516	Skb1:AT4G31120
K12118	Cry1:AT4G08920
K07375	Tub8:AT5G23860
K11649	Chb3:AT4G34430
K01115	PLDBETA1:AT2G42010
K12828	AT5G64270:AT5G64270
K09338	AthB-3:AT5G15150
K03028	Rpn1b:AT4G28470
K05754	Crk:AT4G01710
K00919	CDPMEK:AT2G26930
K02262	Cox3:ArthMp065
K10747	AT1G49250:AT1G49250
K12825	AT1G14640:AT1G14640
K00979	KDSB:AT1G53000
K01501	Nit3:AT3G44320
K01535	Aha3:AT5G57350
K02939	Rpl9:AT3G44890
K14297	SAR3:AT1G80680
K08489	Syp41:AT5G26980
K09264	Sep1:AT5G15800
K01930	Gla1:AT5G41480
K13648	GauT11:AT1G18580
K12657	P5cS2:AT3G55610
K05387	AtgLr2.1:AT5G27100
K09422	Myb72:AT1G56160
K09422	Myb46:AT5G12870
K03135	Taf11:AT4G20280
K09562	Fes1A:AT3G09350
K01510	AT1G14240:AT1G14240
K13448	AT1G18210:AT1G18210
K00791	AtiPt2:AT2G27760
K12493	RPA:AT2G35210
K05356	Sps1:AT1G78510
K11816	Yuc5:AT5G43890
K02183	Cam2:AT2G41110
K12471	AT2G43160:AT2G43160
K09873	Tip4:AT2G25810
K12449	Axs2:AT1G08200
K03248	Eif3g1:AT3G11400
K00430	AT2G34060:AT2G34060
K09286	Rap2.1:AT1G46768
K13681	Fut3:AT1G74420
K02942	AT4G25890:AT4G25890
K02879	AT3G54210:AT3G54210
K00253	Ivd:AT3G45300
K01784	Uge5:AT4G10960
K05758	ArpC2b:AT2G33385
K14498	SNRK2.2:AT3G50500
K09338	Hat2:AT5G47370
K14007	CEF:AT3G44340
K14491	RR1:AT3G16857
K11592	Dcl1:AT1G01040
K05933	Efe:AT1G05010
K12493	Agd9:AT5G46750
K00826	BcaT3:AT3G49680
K00833	Bio1:AT5G57590
K09285	Ant:AT4G37750
K01307	AtgGh3:AT1G78670
K00434	Apx5:AT4G35970
K03070	AGY1:AT4G01800
K08857	AtnEk4:AT3G63280
K10756	EMB2775:AT5G27740
K03031	Rpn12b:AT5G42040
K13448	AT3G03430:AT3G03430
K02957	RPS15A:AT1G07770
K10875	chr31:AT1G05490
K04773	SppA:AT1G73990
K03262	AT1G36730:AT1G36730
K12489	SFC:AT5G13300
K03696	ClpC1:AT5G50920
K09838	Aba1:AT5G67030
K02535	AT1G25210:AT1G25210
K01850	Cm1:AT3G29200
K01507	AtpPa5:AT4G01480
K12619	XRN4:AT1G54490
K10683	BarD1:AT1G04020
K06640	AtrAd3:AT5G40820
K03239	AT1G53880:AT1G53880
K14498	SNRK2.9:AT2G23030
K14228	TrnL:Arthct122
K12489	Agd2:AT1G60860
K14220	TrnN:Arthct120
K14237	TrnV:Arthct121
K05907	Apr2:AT1G62180
K00815	Tat3:AT2G24850
K03845	Alg3:AT2G47760
K09561	ChiP:AT3G07370
K08342	AT2G44140:AT2G44140
K03945	AT3G08610:AT3G08610
K11314	Ada2b:AT4G16420
K00844	Hxk2:AT2G19860
K08247	Mmt:AT5G49810
K08775	BRCA2(IV):AT4G00020
K00763	NapRt2:AT2G23420
K07178	AT5G37350:AT5G37350
K06664	Ted3:AT1G79810
K00517	Cyp71b4:AT3G26280
K03006	NrpB1:AT4G35800
K09840	NCED4:AT4G19170
K14488	AT4G31320:AT4G31320
K00434	SapX:AT4G08390
K01187	AT5G11720:AT5G11720
K11808	AT2G37690:AT2G37690
K12821	PRP40A:AT1G44910
K00873	AT5G56350:AT5G56350
K01213	Pga4:AT1G02790
K09481	AT5G60460:AT5G60460
K11664	Swc2:AT2G36740
K01693	HISN5B:AT4G14910
K11294	AtnUc-l1:AT1G48920
K01792	AT4G23730:AT4G23730
K01859	Tt5:AT3G55120
K00083	Cad2:AT2G21730
K02936	AT2G47610:AT2G47610
K01595	AtpPc4:AT1G68750
K02257	Cox10:AT2G44520
K02731	Pad2:AT5G66140
K14442	AT1G48650:AT1G48650
K01633	FOLB1:AT3G11750
K09285	Bbm:AT5G17430
K03921	AT3G02630:AT3G02630
K00688	Phs2:AT3G46970
K00851	AT2G16790:AT2G16790
K10999	CesA10:AT2G25540
K01534	Hma4:AT2G19110
K00517	Cyp71b14:AT5G25180
K09517	AteRdj3b:AT3G62600
K05546	Rsw3:AT5G63840
K09422	Myb12:AT2G47460
K06269	TOPP7:AT4G11240
K06689	Ubc12:AT3G08700
K05658	PGP6:AT2G39480
K03019	AT1G01210:AT1G01210
K07760	CdkB1:AT3G54180
K05933	Aco1:AT2G19590
K01647	Csy1:AT3G58740
K00873	AT5G63680:AT5G63680
K05658	PGP12:AT1G02530
K14486	ETT:AT2G33860
K00279	Ckx4:AT4G29740
K12896	RSZ33:AT2G37340
K02433	AT3G25660:AT3G25660
K03231	AT1G07930:AT1G07930
K10999	Irx1:AT4G18780
K05933	AT1G77330:AT1G77330
K00814	AlaAt1:AT1G17290
K03066	AT5G20000:AT5G20000
K00540	Aox2:AT5G64210
K03841	HCEF1:AT3G54050
K01188	BglU12:AT5G42260
K00889	PipK11:AT1G01460
K00517	Cyp71b19:AT3G26170
K10772	AT4G36050:AT4G36050
K12847	AT4G22285:AT4G22285
K13448	CML11:AT3G22930
K00517	Cyp77b1:AT1G11600
K03065	Rpt5a:AT3G05530
K00235	Sdh2-3:AT5G65165
K00059	AT3G04000:AT3G04000
K01899	AT5G08300:AT5G08300
K10144	AT5G18650:AT5G18650
K13448	AT3G24110:AT3G24110
K00430	PrxR1:AT4G21960
K04354	Atb beta:AT1G17720
K09422	Tt2:AT5G35550
K13789	AT3G32040:AT3G32040
K14016	AT4G38930:AT4G38930
K16055	TPS5:AT4G17770
K09834	Vte1:AT4G32770
K14515	EBF1:AT2G25490
K02265	AT1G80230:AT1G80230
K03063	Rpt3:AT5G58290
K06669	Ttn7:AT2G27170
K00765	ATP-PRT1:AT1G58080
K02898	AT3G49910:AT3G49910
K01246	AT1G80850:AT1G80850
K02639	AT1G32550:AT1G32550
K05387	AtgLr1.2:AT5G48400
K08341	ATG8G:AT3G60640
K01955	CarB:AT1G29900
K05894	Opr1:AT1G76680
K03113	AT1G54290:AT1G54290
K03100	PlsP1:AT3G24590
K04077	CPN60B:AT1G55490
K00365	AT2G26230:AT2G26230
K03143	AT1G18340:AT1G18340
K01784	Rhd1:AT1G64440
K03015	NrpB7:AT5G59180
K09518	AT3G57340:AT3G57340
K02980	AT3G43980:AT3G43980
K07936	Ran3:AT5G55190
K02634	PetA:ArthCp035
K02711	PsbJ:ArthCp036
K02713	PsbL:ArthCp037
K02696	PsaI:ArthCp032
K10636	RIN3:AT5G51450
K02708	PsbF:ArthCp038
K02707	PsbE:ArthCp039
K05359	PD1:AT2G27820
K13348	AT4G03410:AT4G03410
K10576	Ubc6:AT2G46030
K09699	Bce2:AT3G06850
K07976	RabB1c:AT4G17170
K01922	AT5G02080:AT5G02080
K01074	AT3G60340:AT3G60340
K05605	Chy1:AT5G65940
K03885	Nda2:AT2G29990
K14491	RR21:AT5G07210
K00736	AT2G05320:AT2G05320
K14486	NPH4:AT5G20730
K03129	TAF4:AT5G43130
K02979	Rps28:AT5G64140
K12483	EHD1:AT3G20290
K00876	UKL4:AT4G26510
K01535	Aha10:AT1G17260
K03539	AT5G59980:AT5G59980
K12881	AT5G02530:AT5G02530
K09872	Pip2a:AT3G53420
K14484	IAA18:AT1G51950
K03798	FtsH8:AT1G06430
K02150	Vha-e3:AT1G64200
K12184	Vps28-2:AT4G05000
K00939	AT5G50370:AT5G50370
K08472	Mlo6:AT1G61560
K08246	Cpi1:AT5G50375
K08235	Xth33:AT1G10550
K10355	Act2:AT3G18780
K00826	AtbCat-5:AT5G65780
K00071	AthSd2:AT3G47350
K00697	AttPs6:AT1G68020
K08737	Msh6:AT4G02070
K00012	AT5G39320:AT5G39320
K00432	AtgPx7:AT4G31870
K07976	AtrAba4c:AT5G47960
K01535	Aha5:AT2G24520
K01051	PME44:AT4G33220
K01728	AT4G13210:AT4G13210
K02021	AtaTh12:AT5G03910
K11789	DcaF1:AT4G31160
K03250	Eif3e:AT3G57290
K00616	AT5G13420:AT5G13420
K00640	AtsErat2:AT3G13110
K03120	Tbp1:AT3G13445
K08341	APG8A:AT4G21980
K10865	Mre11:AT5G54260
K01188	AT3G47050:AT3G47050
K05289	AT5G19130:AT5G19130
K00602	AT2G35040:AT2G35040
K00681	Ggt1:AT4G39640
K01530	Ala3:AT1G59820
K02969	AT5G62300:AT5G62300
K00309	Erd5:AT3G30775
K02905	AT3G06700:AT3G06700
K00059	AT1G24360:AT1G24360
K00826	BcaT4:AT3G19710
K00856	Adk1:AT3G09820
K03017	NrpB9a:AT3G16980
K03868	AT3G42830:AT3G42830
K02964	AT1G34030:AT1G34030
K10881	DSS1(V):AT5G45010
K00412	AT2G07727:AT2G07727
K10901	RecQl3:AT4G35740
K11097	AT4G30330:AT4G30330
K11450	Ldl2:AT3G13682
K02962	AT5G04800:AT5G04800
K12602	Vip3:AT4G29830
K14321	AT1G75340:AT1G75340
K02923	AT2G43460:AT2G43460
K14308	AT1G24310:AT1G24310
K00648	KAS_III:AT1G62640
K00430	AT4G37520:AT4G37520
K09540	ATERDJ2B:AT4G21180
K03781	Cat1:AT1G20630
K00679	PDAT:AT5G13640
K10590	Kak:AT4G38600
K08081	AT2G29360:AT2G29360
K00913	AT5G16760:AT5G16760
K01638	Mls:AT5G03860
K00517	Cyp77a4:AT5G04660
K16241	HY5:AT5G11260
K12373	HexO1:AT3G55260
K08472	Mlo7:AT2G17430
K05391	CngC19:AT3G17690
K11308	Ham2:AT5G09740
K08504	AtbEt12:AT4G14455
K01858	MipS1:AT4G39800
K00507	DS2:AT2G31360
K10581	Ubc23:AT2G16920
K01792	AT3G61610:AT3G61610
K13648	GauT9:AT3G02350
K00975	Apl1:AT5G19220
K03240	AT4G18300:AT4G18300
K01535	Aha2:AT4G30190
K00770	AtcSld5:AT1G02730
K12900	SCL28:AT5G18810
K14552	AT2G18900:AT2G18900
K11596	Ago5:AT2G27880
K04565	Csd1:AT1G08830
K03404	ChlD:AT1G08520
K08494	NpsN11:AT2G35190
K09872	Pip3:AT4G35100
K12834	AT2G30000:AT2G30000
K05391	AtcNgc13:AT4G01010
K01850	Cm3:AT1G69370
K10755	EMB1968:AT1G21690
K07374	TUA4:AT1G04820
K01870	AT4G10320:AT4G10320
K11818	CYP83B1:AT4G31500
K00660	Tt4:AT5G13930
K08472	Mlo5:AT2G33670
K09872	Pip2:AT2G16850
K13789	Ggr:AT4G38460
K12859	Yls8:AT5G08290
K12741	GR-RBP5:AT1G74230
K02115	AtpC2:AT1G15700
K09422	Myb14:AT2G31180
K03347	CUL2:AT1G02980
K12125	Elf3:AT2G25930
K11303	Hag2:AT5G56740
K00472	AT2G17720:AT2G17720
K01580	Gad5:AT3G17760
K13071	Acd1:AT3G44880
K00234	Sdh1-2:AT2G18450
K01689	Los2:AT2G36530
K01114	Npc4:AT3G03530
K10798	AT5G22470:AT5G22470
K02989	RPS5A:AT3G11940
K02932	Atl5:AT3G25520
K01835	AT1G70730:AT1G70730
K08488	Syp21:AT5G16830
K03265	Erf1-3:AT3G26618
K05389	Kco6:AT4G18160
K10696	Hub1:AT2G44950
K01510	AT1G14250:AT1G14250
K00966	AT3G55590:AT3G55590
K01194	Tre1:AT4G24040
K12823	AT5G14610:AT5G14610
K14503	BZR1:AT1G75080
K16204	AT1G78500:AT1G78500
K02930	AT5G02870:AT5G02870
K00008	AT5G51970:AT5G51970
K00012	AT3G29360:AT3G29360
K12198	VPS60.1:AT3G10640
K09060	Gbf2:AT4G01120
K02154	Vha-a1:AT2G28520
K00654	Lcb2:AT5G23670
K00549	MS2:AT3G03780
K03131	Taf6:AT1G04950
K15397	KCS2:AT1G04220
K01876	AT4G33760:AT4G33760
K09422	Myb84:AT3G49690
K01535	Aha8:AT3G42640
K11584	AT5G25510:AT5G25510
K13345	Pex12:AT3G04460
K03609	MinD:AT5G24020
K03028	Rpn1a:AT2G20580
K05658	PGP5:AT4G01830
K01507	AtpPa1:AT1G01050
K01626	Dhs2:AT4G33510
K00133	AT1G14810:AT1G14810
K11000	CalS1:AT1G05570
K07441	AT4G18230:AT4G18230
K10956	AT2G34250:AT2G34250
K12581	AT1G80780:AT1G80780
K00261	Gdh1:AT5G18170
K09422	Myb109:AT3G55730
K12877	MagO:AT1G02140
K00799	GSTL2:AT3G55040
K01698	HemB1:AT1G69740
K07562	AT2G03820:AT2G03820
K12450	Mum4:AT1G53500
K02896	Rpl24a:AT2G36620
K04125	ATGA2OX1:AT1G78440
K16055	TPS9:AT1G23870
K00540	Aox1c:AT3G27620
K02893	RPL23AB:AT3G55280
K09754	CYP98A3:AT2G40890
K10525	Aoc4:AT1G13280
K02958	AT5G63070:AT5G63070
K05864	Sqn:AT2G15790
K03136	AT4G20340:AT4G20340
K11420	SUVH5:AT2G35160
K05292	AT3G07140:AT3G07140
K13025	EIF4A-III:AT3G19760
K09338	Hdg11:AT1G73360
K03124	TfiIb:AT2G41630
K12825	AT1G14650:AT1G14650
K02873	AT5G23900:AT5G23900
K01115	PldP1:AT3G16785
K02874	AT5G46160:AT5G46160
K14553	AT5G14050:AT5G14050
K00413	AT5G40810:AT5G40810
K08235	Xtr2:AT1G14720
K04713	SBH1:AT1G69640
K03231	AT1G07940:AT1G07940
K02256	Cox1:ArthMp109
K10588	UPL7:AT3G53090
K03037	AT4G24820:AT4G24820
K01598	ATHAL3B:AT1G48605
K03254	Eif3a:AT4G11420
K00975	Apl2:AT1G27680
K13448	AT2G41410:AT2G41410
K12820	AT3G62310:AT3G62310
K00430	AT4G33420:AT4G33420
K15919	AT1G79870:AT1G79870
K11778	AcpT:AT2G23410
K00813	Asp1:AT2G30970
K11275	His1-3:AT2G18050
K00472	AT4G35810:AT4G35810
K01206	FXG1:AT1G67830
K08869	AtaTh9:AT2G40090
K03253	TIF3B1:AT5G27640
K02889	AT1G57860:AT1G57860
K00799	GSTL3:AT5G02790
K00604	Pde194:AT1G66520
K11819	Sur1:AT2G20610
K01170	AtsEn1:AT3G45590
K03921	AT3G02620:AT3G02620
K12849	AT2G40650:AT2G40650
K00434	Apx4:AT4G09010
K01057	PGL1:AT1G13700
K01191	AT5G66150:AT5G66150
K15816	LUP1:AT1G78970
K00029	NADP-ME1:AT2G19900
K10999	Irx3:AT5G17420
K02938	AT4G36130:AT4G36130
K01657	Asa1:AT5G05730
K13648	GauT4:AT5G47780
K13448	AT1G32250:AT1G32250
K01961	Cac2:AT5G35360
K00326	AtcBr:AT5G17770
K08770	Ubq8:AT3G09790
K08235	Xtr4:AT1G32170
K00940	AT4G23900:AT4G23900
K00166	AT5G34780:AT5G34780
K01183	AteP3:AT3G54420
K09873	Tip2:AT4G17340
K00993	AapT1:AT1G13560
K00889	AT3G07960:AT3G07960
K09286	Rap2.12:AT1G53910
K05387	AtgLr3.4:AT1G05200
K02867	PrpL11:AT1G32990
K05391	CngC18:AT5G14870
K02149	AT3G58730:AT3G58730
K00517	Cyp71b28:AT1G13090
K03016	NrpB8b:AT3G59600
K09875	Sip2:AT3G56950
K01164	AT2G47300:AT2G47300
K04554	Ubc34:AT1G17280
K11423	ASHH4:AT3G59960
K02998	P40:AT1G72370
K12891	AtsC35:AT5G64200
K09422	Myb105:AT1G69560
K13249	AT2G16595:AT2G16595
K02113	AtpD:AT4G09650
K02701	PsaN:AT5G64040
K09422	Myb20:AT1G66230
K15633	AT1G09780:AT1G09780
K12156	CYP83A1:AT4G13770
K12338	AT4G14090:AT4G14090
K03714	XylT:AT5G55500
K03428	ChlM:AT4G25080
K00507	Ads1:AT1G06080
K02918	AT2G39390:AT2G39390
K00615	AT3G60750:AT3G60750
K00695	Sus4:AT3G43190
K02945	Rps1:AT5G30510
K01188	BglU40:AT1G26560
K12197	VPS46.1:AT1G17730
K08509	SnaP30:AT1G13890
K01881	Ova6:AT5G52520
K02883	AT5G27850:AT5G27850
K10782	AT4G13050:AT4G13050
K02968	AT3G15190:AT3G15190
K03921	AT1G43800:AT1G43800
K01823	Ipp2:AT3G02780
K02144	AT3G42050:AT3G42050
K13412	Cpk20:AT2G38910
K01725	Cyn:AT3G23490
K02638	PetE1:AT1G76100
K12199	AT4G26750:AT4G26750
K13346	Pex10:AT2G26350
K03405	ChlI1:AT4G18480
K00030	IDH-V:AT5G03290
K01115	PldP2:AT3G05630
K00799	GSTF6:AT1G02930
K12116	Fkf1:AT1G68050
K01431	BETA-UP:AT5G64370
K00235	Sdh2-1:AT3G27380
K05894	Opr2:AT1G76690
K02882	RPL18AA:AT1G29970
K03434	AT2G27340:AT2G27340
K00850	Pfk1:AT4G29220
K02603	Orc1b:AT4G12620
K03123	AT4G24440:AT4G24440
K13448	AT1G24620:AT1G24620
K01011	AtrDh2:AT1G16460
K09659	AT1G48140:AT1G48140
K15405	CYP96A15:AT1G57750
K05277	AT4G22870:AT4G22870
K14491	RR14:AT2G01760
K14309	AT3G57350:AT3G57350
K13681	Fut2:AT2G03210
K14487	DFL2:AT4G03400
K01915	Gln1.3:AT3G17820
K03108	AT1G67650:AT1G67650
K12893	RSP31:AT3G61860
K00454	Lox3:AT1G17420
