K01369	DelTa-vpe
K02930	AT5G02870
K02933	AT2G18400
K02933	emb2394
K02932	Atl5
K02932	Rpl5b
K02935	RPL12-C
K02935	RPL12-A
K05614	-
K05617	-
K05616	-
K02939	AT5G53070
K02939	Rpl9
K02938	AT4G36130
K02938	EMB2296
K02938	AT3G51190
K00207	PYD1
K11267	-
K00208	Mod1
K04520	-
K01001	Gpt
K01001	AT3G57220
K04523	AT2G17190
K04524	-
K01006	PpdK
K01007	-
K04528	-
K04529	-
K09588	Cpd
K09584	PDIL2-3
K09584	PDIL2-2
K09584	Une5
K09587	Dwf4
K09586	-
K09580	PDIL1-1
K09580	PDIL1-2
K09580	PDIL1-3
K09580	PDIL1-4
K09580	PDIL1-5
K09580	PDIL1-6
K09580	PDIL5-2
K09582	-
K14442	AT2G01130
K14442	AT2G35920
K14442	AT1G48650
K14443	-
K08198	-
sce_YOR214C	-
K06115	-
K08192	-
K10799	-
K12848	AT3G05760
K12849	AT2G40650
K12844	emb1220
K12845	AT4G12600
K12845	AT4G22380
K12845	AT5G20160
K12846	AT5G57370
K12847	AT4G22285
K12847	AT4G22350
K12847	AT4G22410
K12840	Drt111
K12841	-
K12842	AT5G25060
K12842	AT5G10800
K12843	AT1G28060
K03514	AT5G53770
K03515	Rev1
K03517	Qs
K03512	AT1G10520
K02209	MCM5
K02208	-
K02207	-
K02206	-
K02202	Cak4
K02202	CdkD1
K02201	COAD
K13464	JAZ1
K13464	Jaz3
K13464	JAZ12
K13460	Rps5
K13463	Coi1
K13462	AtmIn7
K07189	-
K07188	-
sce_YDR016C	-
K06584	-
K06583	-
K06588	-
K07985	-
K08753	-
K08752	-
K08751	-
K08750	-
K08757	-
K08756	-
K08755	-
K08754	-
K08759	-
K08758	-
K12076	-
K10914	-
K11359	-
sce_YOR373W	-
K11351	-
K11353	AT2G33220
K11353	MEE4
K11352	AT3G03100
K14328	Upf3
K14323	-
K14322	-
K14321	AT1G75340
K14320	AT3G56900
K14327	AT2G39260
K14326	Lba1
K14325	Sr45
K14324	Sap18
sce_YAL044C	-
K04069	-
K04064	-
K04066	-
K10000	-
K10001	-
K15184	-
K15187	-
K15188	-
K15637	-
K15634	AT5G22620
K15634	AT3G50520
K15633	AT1G09780
K15633	AT3G08590
K13675	-
K15985	-
K15986	-
K09247	-
K09240	-
K02052	-
K08037	-
K08034	-
K02051	-
K02055	-
K02058	-
K05009	-
K03898	-
sce_YLR045C	-
K03099	-
K13853	-
K03094	Ask5
K03094	Ask4
K03094	Ask7
K03094	Ask6
K03094	Ask3
K03094	Skp1
K03094	Meo
K03094	Ask2
K03094	Ask9
K03094	Ask8
K03094	Ask15
K03094	Ask14
K03094	Ask16
K03094	Ask11
K03094	Ask10
K03094	Ask13
K03094	Ask12
K03094	Ask19
K03094	Ask18
K03097	CKA1
K03097	AT2G23070
K03097	Cka2
K03097	AT2G23080
K03093	SigC
K03093	SigE
K03092	-
K06116	-
K09635	-
K06112	-
K06111	-
K06110	-
K06119	Sqd2
K06118	Sqd1
K12181	Cop9
K12180	Fus5
K12183	Elc
K12182	-
K12185	VPS37-1
K12185	AT2G36680
K12184	Vps28-2
K12184	VPS28-1
K12186	-
K12189	Vps25
K12188	Vps22
K05717	-
mpn_MPN428	-
K11984	Dot2
K11630	-
K11981	-
K11982	Rhc1a
K10583	Ubc22
K10582	-
K10581	UBC25
K10581	Ubc23
K10580	UBC35
K10580	Ubc36
K10587	-
K10586	-
K10585	-
K10589	Upl6
K10588	UPL7
K07573	AT5G38890
K11188	AtpEr1
K11187	-
K11182	-
hsa_B4E335	-
K10760	AtiPt8
K10760	AtiPt6
K10760	AtiPt7
K10760	AtiPt4
K10760	AtiPt3
K10760	Ipt5
K10760	AtiPt1
K01938	THFS
K01939	AdsS
K01934	AT1G76730
K01935	-
K01937	AT4G02120
K01937	emb2742
K01937	AT1G30820
K01937	AT4G20320
K01937	AT2G34890
K01930	AtdFb
K01930	Gla1
K01930	DFC
K01930	AtdFd
K01931	-
K01933	PUR5
K07798	-
K07796	-
K01166	Rns2
K01165	-
K09810	-
K01246	AT5G57970
K01246	AT1G80850
K01246	AT3G12710
K01246	AT1G13635
K01247	AT1G75230
K01244	AtmTn1
K01244	AtmTn2
K01242	-
K01243	-
K01240	URH1
K01241	-
K09035	-
K09031	-
K02919	Rpl36
K02919	AT5G20180
K02918	AT3G09500
K02918	AT2G39390
K02918	AT3G55170
K02918	AT5G02610
K02913	AT5G18790
K02913	Rpl33
K02913	AT3G06320
K02912	AT4G18100
K02912	AT5G46430
K02911	Rpl32
K02910	AT4G26230
K02910	AT5G56710
K02910	AT2G19740
K02917	AT1G07070
K02917	AT1G74270
K02917	AT1G41880
K02917	AT3G55750
K02916	-
K02915	Rpl34
K02915	AT1G26880
K02915	AT3G28900
K02914	-
K00228	Lin2
K00227	Ste1
K00226	-
K00225	AtgLdh
K00224	Prr2
K00224	AT1G75280
K00223	-
K00222	Fk
K04548	-
K01069	Gly2
K15841	-
K08099	AtcLh1
K08099	Clh2
K04542	-
K01791	-
K01792	AT5G57330
K01792	AT4G23730
K01792	AT3G61610
K01792	AT3G01590
K01793	-
K15849	AAT
hsa_Q9H9F9	-
K01796	-
K04545	-
K14462	-
K14463	-
K02269	-
K02268	-
K02261	Cox2
K02260	AT1G53030
K02260	Cox17
K02263	-
K02262	Cox3
K02262	AT2G07687
K02265	AT3G15640
K02265	AT1G80230
K02264	-
K02267	AT4G28060
K02267	AT5G57815
K02267	Cox6b
K02266	AT4G37830
K03792	-
K03797	-
K03798	Var1
K03798	Var2
K03798	FtsH6
K03798	FtsH7
K03798	FtsH1
K03798	FtsH12
K03798	FtsH8
K03798	FtsH9
K13119	Xct
K13118	-
K13449	Pr1
K13448	Cam9
K13448	Cam8
K13448	AT5G04170
K13448	AT3G24110
K13448	AT1G12310
K13448	AT2G41410
K13448	CML23
K13448	CML42
K13448	Cml38
K13448	Tch3
K13448	Tch2
K13448	CML43
K13448	Cml37
K13448	AT3G59440
K13448	AtcEn2
K13448	AT1G76640
K13448	AT2G41090
K13448	AT3G10190
K13448	Cen2
K13448	AT1G24620
K13448	Agd11
K13448	AT1G18210
K13448	Mss3
K13448	Apc1
K13448	AT3G03430
K13448	AT3G03000
K13448	AT1G32250
K13448	AT1G62820
K13448	CML11
K13448	Une14
K13448	AT3G10300
K13448	AT2G15680
K13448	AT3G01830
K13448	AT3G25600
K13448	AT4G26470
K13448	AT1G73630
K13447	RboHd
K13447	RBOH_F
K13447	RBOHA
K13114	AT1G15200
K13116	-
K13443	-
K13110	-
K13113	Ubl5
K17728	-
K17722	-
K17723	-
K17726	-
K17725	-
K11292	Gtb1
K03136	AT4G20810
K03136	AT4G20340
K03136	AT1G03280
K03137	AT4G20330
K03134	TAFII15
K03135	Taf11b
K03135	Taf11
K03132	Taf7
K03133	TAFII21
K03130	Taf5
K03131	Taf6
K03131	Taf6b4
K03138	Rap74
K03139	AT1G75510
K03139	AT3G52270
mpn_MPN263	-
K06564	-
K06562	-
K06563	-
K06560	-
K07966	-
hsa_G8FSY7	-
K10973	-
K10971	-
K10976	ERO1
K00315	-
K09864	-
K11373	Abo1
K11372	-
K11375	Elo1
K11374	-
K11378	-
K10396	-
K10394	-
K10395	Fra1
K10392	-
K10393	-
K10398	-
K04047	-
K04044	-
K04043	mtHsc70-1
K04042	-
K04041	-
K04040	G4
K10026	-
K10029	-
K15618	-
K15619	-
K15612	-
K15613	-
K15614	-
K15615	-
K15617	-
K05799	-
hsa_F6QUT6	-
K01477	-
K01476	AT4G08870
K01476	AT4G08900
K01470	-
K01479	-
K09263	-
K09264	Ag
K09264	Ap3
K09264	Ap1
K09264	Agl44
K09264	Agl6
K09264	Shp1
K09264	Cal
K09264	Sep1
K09264	Pi
K09264	Agl8
K09265	-
K09267	-
hsa_Q6FI97	-
K08010	-
K05572	NdhA
K08013	-
K02078	-
K05575	NdhD
K05577	NdhF
K05578	NdhG
K05579	NdhH
K02071	-
K02073	-
K14704	-
K06187	-
K06171	-
K09650	-
K09653	-
K06172	-
K06637	-
K06179	-
K06178	-
K11968	Ari12
K11969	-
K11964	-
K11962	-
K11961	-
K10569	AT5G13920
K02836	-
K06793	-
K05289	AT5G19130
K10563	MMH-1
K05286	AT5G14850
K12700	-
K12621	AT1G03330
K05633	-
K05632	-
K05631	-
K05630	-
K05637	-
K10703	AT5G59770
K10703	Pas2
K10704	Mmz1
K10704	Mmz3
K05636	-
K05635	-
K08202	-
K08657	-
K08653	S1p
K08658	FacE2
spo_SPAC3C7.14c	-
K10843	Xpb2
K10843	XPB1
sce_YML124C	-
K00029	NADP-ME4
K00029	NADP-ME2
K00029	NADP-ME3
K00029	NADP-ME1
K00028	NAD-ME2
K00028	NAD-ME1
K00799	GSTU23
K00799	GSTU22
K00799	GSTU21
K00799	GSTU20
K00799	GSTU27
K00799	GSTU26
K00799	GSTU25
K00799	GSTU24
K00799	GSTU28
K00799	GstF5
K00799	GstF7
K00799	GSTF10
K00799	GSTF12
K00799	GSTF14
K00799	GSTU1
K00799	GSTU2
K00799	GSTU3
K00799	GSTU4
K00799	GSTU5
K00799	GSTU6
K00799	GSTU7
K00799	GSTU8
K00799	GSTU9
K00799	GSTL3
K00799	GSTL2
K00799	GSTL1
K00799	GSTF9
K00799	GSTF8
K00799	ERD9
K00799	GSTF3
K00799	GSTF2
K00799	GSTF4
K00799	GSTF6
K00799	GSTU18
K00799	GSTU19
K00799	GSTU12
K00799	GSTU13
K00799	GSTU10
K00799	GSTU11
K00799	GSTU16
K00799	GSTU14
K00799	GSTU15
K00799	GSTT1
K00799	AT1G65820
K00798	-
K00025	AT5G43330
K00025	AT5G56720
K00025	AT1G04410
K00024	-
K00027	-
K00794	Cos1
K00021	Hmg1
K00021	Hmg2
K00020	AT4G20930
K00791	AtiPt2
K00791	AtiPt9
K00790	-
K01268	-
K09013	AtnAp7
hsa_E7EVS6	-
K01262	AtaPp1
K01264	-
K01265	Map2a
K01265	Map1a
K01265	Map1c
K01265	Map2b
K01265	Map1d
K04549	-
K00249	Ibr3
K01790	-
K04543	-
K00240	-
K00242	-
K00245	-
K00244	-
K01061	AT2G32520
hsa_Q562Y6	-
K15867	-
K04546	-
K04547	-
K11827	AT1G47830
eco_b0426	-
K02798	-
K02793	-
K02795	-
K02796	-
K01044	-
K04565	Csd2
K04565	Csd3
K04565	Csd1
K01046	-
K04567	Ova5
K04567	ATKRS-1
K04560	-
K04561	-
K04563	-
K04569	-
K02535	AT1G25210
K02535	AT1G24793
K02535	AT1G25054
K02537	-
K02536	-
K02533	-
sce_YGR189C	-
eco_b4255	-
K02539	-
K05218	-
K13137	AT3G15610
K13137	AT1G15470
K13137	AT1G52730
K13133	-
K13132	-
K13131	-
K13130	AT1G54380
K01859	Tt5
K13429	CerK1
K13428	Efr
K13254	-
K13421	AT3G54470
K13423	WrkY25
K13422	Myc2
K13424	WrkY33
K13426	WrkY29
hsa_Q5T8M7	-
hsa_Q5T8M8	-
K01852	Las1
sce_YHR172W	-
K03110	CpfTsy
hsa_Q562M5	-
K03113	AT5G54940
K03113	AT5G54760
K03113	AT4G27130
K03113	AT1G54290
K03114	-
K03115	Ckb2
K03115	Ckb3
K03115	Ckb4
K03116	AT5G28750
K03117	-
K08825	-
K08826	-
K08821	-
K08820	-
K08822	-
K17704	-
K17705	-
K12550	-
K06099	-
K17700	-
K17701	-
K17702	-
K17703	-
K06092	-
K06093	-
K06091	-
K06096	-
K06097	-
K06094	-
K06095	-
K08791	-
K16072	-
K09840	NceD9
K09840	NceD6
K09840	NceD5
K09840	NCED4
K09840	NceD3
K09840	NceD2
K09841	Aba2
K09842	Aao3
K09843	Cyp707a3
K09843	Cyp707a2
K09843	Cyp707a1
K09843	Cyp707a4
K10955	-
K10956	Scy1
K10956	AT1G29310
K10956	AT1G78720
K10956	AT2G34250
K10957	-
K10950	ERO2
K10951	-
sce_YER018C	-
K11394	-
K11397	-
K00498	-
K00497	-
K00490	-
K00493	-
K07944	-
K07943	Ttn5
K07942	Arf3
K07941	-
K13595	-
K13597	-
K10048	-
K10046	Gme
K10047	Vtc4
K04799	AT5G26680
K04798	Pdf6
hsa_P29401-2	-
K04797	Pdf5
K13634	-
spo_SPBC19G7.05c	-
K05544	-
K05776	-
K05770	-
K02044	-
K01457	-
K01456	AtpNg1
K01455	AT4G37560
K01455	AT4G37550
K09201	-
K14817	-
K08073	-
K08070	At-Aer
K05516	-
K08074	-
K13091	-
K13093	-
K13095	-
K13098	-
K01053	-
K12948	AT5G27430
K12947	AT4G04200
K12947	AT2G39960
K12946	AT2G22425
K12946	AT4G40042
K14721	AT5G49530
K13899	-
K00456	-
K00457	Pds1
K00458	-
K17391	-
K00107	-
K17398	-
hsa_Q8TC94	-
K04802	PcnA1
K04802	PcnA2
K00857	AT5G23070
K00857	AT3G07800
K16669	-
K12768	-
K12761	-
K12762	-
K12765	-
K12767	-
K07208	-
K11493	-
K11491	-
K07200	-
K07201	-
K11498	-
K07203	Tor
K07204	-
K07205	-
K07206	-
K07207	-
K11254	His4
sce_YKL096W-A	-
K11251	Rat5
K11251	H2aXa
K11251	Hta13
K11251	Hta12
K11251	Hta11
K11251	Hta10
K11251	Hta9
K11251	Hta8
K11251	Hta2
K11251	Hta7
K11251	Hta6
K11251	Hta4
K08670	-
K08675	Lon1
K08675	Lon3
K08675	Lon4
K08678	-
K08679	Gae6
K08679	Gae5
K08679	Gae4
K08679	Gae3
K08679	Gae2
K08679	Gae1
hsa_P08758	-
K10543	-
K10542	-
K10540	-
K10549	-
K04351	-
K11236	-
K11237	-
K11232	-
K11233	-
K11230	-
K01185	-
K11238	-
K11239	-
hsa_Q562R5	-
K00005	-
K13444	-
K00003	-
K00002	-
K00001	Adh1
K00001	AT1G64710
K00001	AT5G24760
K01186	-
K00009	-
K00008	AT5G51970
K10723	-
K10720	-
K10727	Cdt1b
K10728	Mei1
K08242	Smt2
K08242	Smt3
K08244	Sex1
K08247	Mmt
K08246	Cpi1
K08249	ScpL27
K08248	AT1G73050
K00262	AT1G51720
K00261	Gdh1
K00261	Gdh3
K00261	Gdh2
K00260	-
K00266	-
K00265	-
K00264	Glt1
bsu_BSU02900	-
K10782	AT4G13050
K10782	AtfAta
sce_YEL040W	-
hsa_A1E282	-
K01202	-
K01203	-
K01201	-
K01206	FXG1
K01206	FUC1
K01207	-
K01204	-
K01205	CYL1
K09646	ScpL51
K01209	ASD1
K06167	-
K06165	-
K00915	IPK2a
K00915	IPK2BETA
K00914	AtvPs34
K00917	-
K00911	-
K00910	-
K00913	AT5G16760
K00919	CDPMEK
eco_b1004	-
K02519	Fug1
K02518	-
K05236	-
K02515	-
K02514	-
K02513	-
K13151	AT4G24880
K13402	-
K13159	-
hsa_Q13707	-
K08803	-
K03178	AtuBa2
K03178	AtuBa1
K03173	-
K03171	-
K03174	-
eco_b3098	-
K06523	-
K06520	-
K06521	-
K06527	-
K06525	-
K06528	-
K12578	-
K12574	-
K12575	-
K12571	-
K12572	-
K12573	-
K16059	-
K16056	-
K16055	TPS11
K16055	TPS8
K16055	TPS5
K16055	TPS9
K16055	TPS10
K16054	AT5G53850
K11000	CalS1
K11000	CalS5
K11000	Gsl8
K11000	Gsl1
K02633	-
K02986	Rps4
K02980	AT4G33865
K02980	AT3G44010
K02980	AT3G43980
K02637	PetD
K02982	Rps3
K02635	PetB
K07694	-
K02921	AT3G10950
K02921	AT3G60245
sce_YER070W	-
K04001	-
K04000	-
K04004	-
sce_YDR201W	-
K10067	-
K10062	-
K10063	-
K10068	-
K15129	-
K17879	-
K05758	ArpC2b
K05758	Dis2
K05759	Prf3
K08582	-
K05751	-
K05753	-
K05754	Crk
K05755	ArpC4
K05756	ArpC3
K05757	ArpC1b
K05757	ArpC1a
K01439	-
K01438	AT4G17830
K01431	BETA-UP
K01430	-
K01433	AT4G17360
K01433	AT5G47435
K01432	-
K01435	-
K01437	-
K08054	CNX1
K08054	AT5G07340
K08055	-
K05536	-
K08057	CRT3
K08057	CRT1b
K08057	CRT1a
K08050	-
K05531	-
K05532	-
K05533	-
K08058	-
K05539	-
K14528	-
K14299	SEH1H
K14298	AT1G80670
K14297	SAR3
K14297	AT1G59660
K14297	AT1G10390
K14524	-
K14295	-
K14526	-
K14521	AT1G10490
K14521	AT3G57940
K14292	AT1G45231
K14523	-
K14290	XPO1A
K14290	Xpo1b
hsa_A5GZ75	-
K12965	-
K12968	-
K06780	-
K08122	-
K02927	AT2G36170
K02927	UBQ1
K02166	-
sce_YNL225C	-
K10570	AT1G19750
K10570	AtcSa-1
K02160	BCCP2
K02160	Cac1
K02169	-
K03341	-
K03347	AT1G43140
K03347	AT1G59790
K03347	CUL1
K03347	CUL2
K05874	-
K03349	Apc2
K03348	EMB2771
K05700	-
K02366	-
K12298	-
K12297	-
K11926	-
K13181	-
K13216	-
K13217	Prp39
K13210	-
K13211	Ilp1
K13218	-
K13219	-
K12035	-
K12741	AT3G13224
K12741	GR-RBP3
K12741	AT3G15010
K12741	GR-RBP5
K12741	AT2G41060
K12741	AT5G40490
K12741	UBA2A
K12741	AT1G17640
K01139	-
K08354	-
K12749	-
K07263	-
K00973	-
K06127	AT5G57300
K10525	Aoc1
K10525	Aoc3
K10525	Aoc2
K10525	Aoc4
K10524	-
K10527	Aim1
K10527	Mfp2
K10526	OpcL1
K10529	Dox1
K10528	Hpl1
K01116	-
K11213	-
K11216	-
K11217	-
hsa_Q562V5	-
K00060	-
K00063	-
K00064	AT4G33670
K00067	-
K00069	-
K10290	SkiP16
K09052	-
K09051	-
K09050	-
sce_YDL049C	-
K08269	AT3G53930
K08269	AT2G37840
K08267	-
K08266	-
K00289	-
K00288	-
K00285	-
K00284	Glu2
K00284	Glu1
K00287	-
K00286	P5cR
K00281	GLDP2
K00281	GLDP1
K00283	-
K00282	-
hsa_Q8IY98	-
K14190	Vtc5
K14190	Vtc2
K14191	-
K01880	AT1G29880
K01880	AT1G29870
K01880	AT3G44740
K01881	Ova6
K01881	AT5G10880
K01881	AT3G62120
K01883	AT3G56300
K01883	AT5G38830
K01883	SYCO_ARATH
K01228	AT1G24320
K01229	-
K01886	Ova9
K01887	AT1G66530
K01887	emb1027
K04616	-
K01889	AT3G58140
K01889	AT4G39280
K04615	-
K01223	-
eco_b4037	-
K14990	-
K14992	-
K00939	ADK1
K00939	AT5G50370
K00939	Amk2
K00939	AT5G35170
K00939	AT2G39270
K00939	ADK
K00938	AT1G31910
K00937	-
K00934	-
K00933	-
K00931	-
K00930	NAGK
K01089	-
K15821	THAS1
K01080	-
K01081	AT2G38680
K01082	Sal1
K01082	HL
K01082	AT4G05090
K01084	-
K01085	-
K01087	AT2G22190
K01087	AT1G35910
K01087	ATTPPA
K01087	AT4G12430
K01087	AT1G22210
K01087	AT4G22590
K01087	AT5G10100
K01087	AT5G65140
K01087	TPPB
K01087	AT4G39770
K05259	-
hsa_O94805	-
K05254	-
K13179	-
K13171	AT2G29210
K13177	-
K13176	THO7
K13175	DWA1
K13174	THO5
sce_YPL124W	-
K02287	-
K02286	-
K02285	-
K02284	-
K03154	-
K08860	-
K03151	-
K03152	-
K03621	-
K08869	AtaBc1
K08869	AtaTh8
K08869	AtaTh9
K03628	-
K03629	-
hsa_D3DNS0	-
K06508	-
K06509	-
K06058	-
K06059	-
K06504	-
K06057	-
K06053	-
K06503	-
K17218	-
K09888	-
K09880	-
K09881	-
K09884	-
K09366	-
K07901	-
K07900	-
K07904	-
K10886	XrcC4
K10884	Ku70
K10885	Ku80
K10880	XrcC3
K10881	DSS1(I)
K10881	DSS1(V)
hsa_B4DW52	-
K10088	AT5G35080
K10086	-
K10084	AT1G27520
K10085	AT5G43710
K10082	-
K10080	-
K10081	-
K04280	-
K03013	RPB5C
K03013	RPB5E
K03013	RPB5D
K03013	NrpB5
K03013	NrpE5
K08909	LhcA3
K05732	-
hsa_Q8WVW5	-
K05730	-
K05737	-
K05734	-
K03019	AT4G07950
K03019	AT1G01210
K03639	Cnx3
K03639	Cnx2
K08903	Psb28
K00546	-
K00547	Hmt-1
K00547	Hmt3
K00547	Hmt2
K00544	-
K00542	-
K00540	Aox1b
K00540	Aox1c
K00540	Aox2
K00540	Aox1a
K00541	-
K00548	-
K00549	ATMS1
K00549	MS2
K00549	AtmS3
K01412	MppBeta
K01147	-
K04426	-
K01142	Arp
K01419	-
K04429	-
K01148	AT3G25440
K00788	-
K14506	JAR1
K14505	CYCD3;2
K14503	BES1
K14503	BZR1
sce_YLR390W-A	-
K14501	BSU1
K14500	BSK1
K14500	BSK2
K14500	BSK3
K05084	-
K05087	-
K14509	ERS1
K14509	ERS2
K14509	EIN4
K14509	ETR1
K14509	ETR2
K14508	NPR1
K14508	NPR3
K14508	NPR4
K14508	AT4G26120
K09837	Lut1
K12900	SR33
K12900	SCL30A
K12900	SCL30
K12900	SCL28
K02140	AT4G26210
K02140	AT2G19680
K02140	AT4G29480
K02142	-
K03841	AT1G43670
K03841	AT5G64380
K03841	HCEF1
K02144	AT3G42050
K02145	Vha-a
K02146	AT3G28715
K02146	AT3G28710
K02147	AT4G38510
K02147	AT1G76030
K02147	AT1G20260
sce_YIR019C	-
eco_b4376	-
K03363	AT5G26900
K03363	Cdc20.2
K03363	Cdc20.1
K03362	-
K03817	-
K03816	-
K03367	-
K03366	-
K03364	Fzr2
K03364	FZR3
K03364	Ccs52a2
K07868	-
K17686	-
hsa_B3KPP5	-
K16628	-
K16330	-
K13237	SdrB
K13237	AT2G07640
K13238	-
K13239	-
K07248	-
K07249	-
K11459	-
mpn_MPN141	-
K02822	-
K08635	-
sce_YOR230W	-
K06265	-
K06266	-
K06261	-
K06269	AT3G05580
K06269	TopP4
K06269	TOPP6
K06269	TOPP7
K06269	TOPP1
K06269	TOPP2
K06269	TOPP8
K06268	CBL2
K06268	CBL9
K06268	CBL8
K06268	CBL1
K06268	AT3G18430
hsa_Q562T3	-
K11278	-
K11279	Nap1
hsa_Q562T7	-
hsa_Q562T6	-
hsa_Q562T5	-
hsa_Q562T4	-
K11272	-
hsa_Q562T9	-
K11271	-
K11274	-
K11275	His1-3
K00049	-
K00048	-
K00738	-
K00734	-
K00737	AT1G12990
K00737	AT2G13290
K00737	AT3G01620
K00737	AT5G14480
K00736	AT2G05320
K00731	-
K00046	-
K00733	-
K04559	-
K01070	SfgH
K01072	-
K01074	AT5G47340
K01074	AT4G17480
K01074	AT4G17483
K01074	AT4G17470
K01074	AT3G60340
K01074	AT5G47330
K04557	-
K11851	Ubp27
K11585	-
K04639	-
K11586	-
K04630	-
K04632	-
K04633	-
K04634	-
K04635	-
K14977	UGLYAH
K14970	-
K00959	-
K00958	Aps4
K00951	-
K00953	-
K00954	-
K00957	-
K00956	-
K15379	-
K15376	-
K15375	-
K15374	-
hsa_B3KWQ3	-
K04663	-
K02777	-
K02775	-
K02774	-
K02773	-
K02778	-
eco_b3509	-
sce_YDR356W	-
K01602	AT5G38430
K01602	AT5G38410
K01602	AT5G38420
K01602	RbcS1a
K01601	RbcL
K01609	AT5G48220
K01609	AT2G04400
K02805	-
K02551	-
K05270	-
K05277	LdoX
K05277	AT4G22870
K05275	-
K02802	-
K05279	AtoMt1
K02558	-
K03601	-
K03602	-
K03603	-
K03604	-
sce_YHR129C	-
K03608	-
K03609	MinD
K08847	-
K08846	-
K08845	-
K08844	-
sce_YJL158C	-
K06070	-
K06071	-
K06072	-
K06075	-
hsa_Q59FV6	-
K12467	AT3G25810
K12467	Tps10
K12464	-
K12462	-
K12460	-
K12469	-
K07657	-
K07659	-
K07658	-
K07380	-
K07385	TPS-CIN
K07387	-
K06920	-
K10319	-
K06928	-
K07031	-
hsa_B4DXW1	-
spo_SPAC25B8.12c	-
K00384	NTRA
K00384	NtrB
K00384	NTRC
K00387	Sox
K00380	-
K00381	-
K00382	AT4G16155
K00382	MtlPd1
K00382	Lpd1
K00382	MtlPd2
K00383	Gr
K00383	GR1
K01380	-
K01389	-
K05718	-
K05719	-
K05868	CycB2
K05868	CycB1
K05868	Cyc1bat
K05868	CycB3
K05869	-
K05864	Sqn
K05865	-
K05862	-
K05863	-
K17834	-
K00560	-
K00562	-
K05573	NdhB
K00564	-
K00565	AT3G52210
K00565	AT3G20650
K00566	AT1G51310
K00567	-
K00568	-
K00569	-
K10364	-
K04409	-
K04407	-
K04406	-
K04405	-
K01164	AT2G47300
K04403	-
K15788	-
K15789	-
K08018	-
sce_YOL030W	-
K14561	IMP4
K14560	AT5G15750
K14563	FIB1
K14563	AT5G52490
K14563	FIB2
K14562	-
K14565	AT5G27140
K14565	AT3G05060
K14565	AT5G27120
K14564	AT3G12860
K14564	NOP56
K14567	AT5G08600
K14567	AT4G02400
K14566	AT1G26530
K14566	AT2G46230
K14569	AT1G06720
K14568	AT3G57000
K08093	-
K08094	-
sce_YER150W	-
K12406	-
K01743	-
hsa_D2JYH4	-
K02128	Atp9
K02128	AT2G07671
K02129	-
K02528	-
K02126	AT2G07741
K02126	Atp6-1
K02126	Atp6-2
K02127	-
hsa_B7Z6P1	-
K00116	-
K03831	-
K07636	-
K03839	-
K13781	-
K13784	-
K13038	-
K13788	-
K13789	AT3G29430
K13789	Ggr
K13789	AT2G18620
K13789	AT3G32040
K13789	GgpS6
K13789	GgpS4
K13789	AT3G14530
K13789	GgpS2
K13789	GgpS3
K13789	GgpS1
K13789	AT3G14510
K13034	CysC1
K13035	Nit4
K12257	-
K12251	NLP1
hsa_P61160	-
K12046	-
K13250	AT5G14030
K13251	-
K01745	-
K12075	-
K12077	-
K01535	Aha10
K01535	Aha11
K01535	Aha4
K01535	Aha5
K01535	Aha6
K01535	Aha7
K01535	Aha1
K01535	Aha2
K01535	Aha3
K01535	Aha8
K01535	Aha9
K04725	-
eco_b3336	-
K06724	-
K06726	-
K11788	-
K11789	DcaF1
K11531	-
K11786	-
K11787	-
K01540	-
K11532	-
K12783	-
K06246	-
K06243	-
K06241	-
K06240	-
K16206	BARS1
K16204	AT1G78500
K11525	-
K11522	-
K11523	-
K11252	Htb4
K11252	Htb1
K11252	Htb2
K11252	Htb11
K11252	Htb9
K11253	Htr12
K11253	Mgh3
hsa_Q562Q5	-
K00717	-
hsa_Q562R4	-
hsa_Q562R7	-
hsa_Q562R6	-
hsa_Q562R1	-
hsa_Q562R0	-
hsa_Q562R3	-
K00710	-
hsa_Q562R8	-
K00718	-
K10781	FatB
K13123	Tgh
sce_YAL063C	-
K04650	-
K06170	-
K15225	-
K04659	-
K06173	-
K14958	-
K00972	GlcNA.1UT2
K00972	GlcNA.1UT1
K00971	Cyt1
K00975	Adg1
K00975	Aps2
K00975	Apl2
K00975	Apl1
K00975	Apl4
K00975	Apl3
K00974	-
K00979	KDSB
K14957	-
K09659	AT1G48140
K04121	Ga2
hsa_B3KUD3	-
K10140	Ddb2
K01596	-
K01597	Mvd1
K01597	AT3G54250
K01594	-
K01595	AtpPc4
K01595	AtpPc1
K01595	AtpPc2
K01595	AtpPc3
K01592	AT2G20340
K01593	-
K01590	emb1075
K01591	-
K01598	ATHAL3B
K01598	Hal3a
K01599	HEME1
K01599	HEME2
K09364	-
K02603	Orc1a
K02603	Orc1b
K09362	-
K02713	PsbL
K08370	-
K02717	Ppl1
K02717	PsbP-1
K02717	PsbP-2
K02716	PsbO2
K02716	PsbO1
K02719	-
K03990	-
K03991	-
K03993	-
K03448	-
K01620	Tha2
K01620	Tha1
K01623	FBA2
K01623	FBA1
K01623	AT2G36460
K01623	AT4G26530
K01623	AT4G26520
K01623	AT5G03690
K01623	AT2G01140
K01623	AT3G52930
K01624	-
K01625	-
K01626	Dhs1
K01626	AT1G22410
K01626	Dhs2
K01627	AtkdsA1
K01627	AtkDsa2
K05298	GapA
K05298	GapA-2
K05298	GapB
K05295	-
K05294	-
K02825	-
