K18637	AXL2:YIL140W
sce_YKL005C	YKL005C:YKL005C
sce_YKL201C	YKL201C:YKL201C
sce_YOR051C	YOR051C:YOR051C
sce_YLR023C	YLR023C:YLR023C
sce_YGL107C	YGL107C:YGL107C
sce_YOL084W	YOL084W:YOL084W
sce_YCR032W	YCR032W:YCR032W
sce_YGL192W	YGL192W:YGL192W
sce_YGL002W	YGL002W:YGL002W
sce_YGR193C	YGR193C:YGR193C
sce_YPR089W	YPR089W:YPR089W
sce_YNL311C	YNL311C:YNL311C
sce_YGL077C	YGL077C:YGL077C
sce_YDR068W	YDR068W:YDR068W
sce_YNL265C	YNL265C:YNL265C
sce_YOL019W	YOL019W:YOL019W
sce_YBR077C	YBR077C:YBR077C
sce_YBR151W	YBR151W:YBR151W
sce_YHR112C	YHR112C:YHR112C
sce_YMR265C	YMR265C:YMR265C
sce_YDL214C	YDL214C:YDL214C
sce_YDL046W	YDL046W:YDL046W
sce_YKL207W	YKL207W:YKL207W
sce_YBR272C	YBR272C:YBR272C
sce_YDR258C	YDR258C:YDR258C
sce_YPL139C	YPL139C:YPL139C
sce_YMR187C	YMR187C:YMR187C
sce_YLR148W	YLR148W:YLR148W
sce_YIL121W	YIL121W:YIL121W
sce_YPL165C	YPL165C:YPL165C
sce_YDR098C	YDR098C:YDR098C
sce_YNL076W	YNL076W:YNL076W
sce_YFL041W-A	YFL041W-A:YFL041W-A
sce_YKR010C	YKR010C:YKR010C
sce_YNL103W	YNL103W:YNL103W
sce_YKR058W	YKR058W:YKR058W
sce_YDL087C	YDL087C:YDL087C
sce_YCR011C	YCR011C:YCR011C
sce_YML058W-A	YML058W-A:YML058W-A
sce_YOL026C	YOL026C:YOL026C
sce_YMR029C	YMR029C:YMR029C
sce_YMR021C	YMR021C:YMR021C
sce_YGL195W	YGL195W:YGL195W
sce_YKL122C	YKL122C:YKL122C
sce_YGR035W-A	YGR035W-A:YGR035W-A
sce_YML034W	YML034W:YML034W
sce_YDR319C	YDR319C:YDR319C
sce_YGL235W	YGL235W:YGL235W
sce_YNL331C	YNL331C:YNL331C
sce_YLR150W	YLR150W:YLR150W
sce_YDR185C	YDR185C:YDR185C
sce_YIL112W	YIL112W:YIL112W
sce_YJR031C	YJR031C:YJR031C
sce_YDR031W	YDR031W:YDR031W
sce_YIL090W	YIL090W:YIL090W
sce_YOR178C	YOR178C:YOR178C
sce_YPR097W	YPR097W:YPR097W
sce_YMR226C	YMR226C:YMR226C
sce_YPL202C	YPL202C:YPL202C
sce_YEL017C-A	YEL017C-A:YEL017C-A
sce_YDR183W	YDR183W:YDR183W
sce_YNL281W	YNL281W:YNL281W
sce_YOL095C	YOL095C:YOL095C
sce_YMR244W	YMR244W:YMR244W
sce_YBR162W-A	YBR162W-A:YBR162W-A
sce_YGL207W	YGL207W:YGL207W
sce_YHL014C	YHL014C:YHL014C
sce_YIL101C	YIL101C:YIL101C
sce_YIR036C	YIR036C:YIR036C
sce_YBR195C	YBR195C:YBR195C
sce_YMR191W	YMR191W:YMR191W
sce_YLR369W	YLR369W:YLR369W
sce_YDR296W	YDR296W:YDR296W
sce_YHR122W	YHR122W:YHR122W
sce_YNL272C	YNL272C:YNL272C
sce_YPR122W	YPR122W:YPR122W
sce_YCL042W	YCL042W:YCL042W
sce_YKL043W	YKL043W:YKL043W
sce_YJL096W	YJL096W:YJL096W
sce_YBR240C	YBR240C:YBR240C
sce_YDR277C	YDR277C:YDR277C
sce_YMR030W	YMR030W:YMR030W
sce_YBR025C	YBR025C:YBR025C
sce_YDL146W	YDL146W:YDL146W
sce_YNR065C	YNR065C:YNR065C
sce_YGL082W	YGL082W:YGL082W
sce_YNL027W	YNL027W:YNL027W
sce_YBL050W	YBL050W:YBL050W
sce_YHR151C	YHR151C:YHR151C
sce_YJL156C	YJL156C:YJL156C
sce_YMR067C	YMR067C:YMR067C
sce_YDL178W	YDL178W:YDL178W
sce_YNL294C	YNL294C:YNL294C
sce_YBR184W	YBR184W:YBR184W
sce_YEL025C	YEL025C:YEL025C
sce_YOR279C	YOR279C:YOR279C
sce_YBL046W	YBL046W:YBL046W
sce_YML020W	YML020W:YML020W
sce_YDL109C	YDL109C:YDL109C
sce_YKR018C	YKR018C:YKR018C
sce_YLR012C	YLR012C:YLR012C
sce_YDR049W	YDR049W:YDR049W
sce_YML011C	YML011C:YML011C
sce_YOR387C	YOR387C:YOR387C
sce_YHR022C-A	YHR022C-A:YHR022C-A
sce_YPL109C	YPL109C:YPL109C
sce_YIL017C	YIL017C:YIL017C
sce_YGR057C	YGR057C:YGR057C
sce_YDL176W	YDL176W:YDL176W
sce_YCL048W	YCL048W:YCL048W
sce_YOR268C	YOR268C:YOR268C
sce_YLR091W	YLR091W:YLR091W
sce_YPR143W	YPR143W:YPR143W
sce_YLR254C	YLR254C:YLR254C
sce_YNL328C	YNL328C:YNL328C
sce_YER139C	YER139C:YER139C
sce_YOR367W	YOR367W:YOR367W
sce_YJL127C-B	YJL127C-B:YJL127C-B
sce_YFR006W	YFR006W:YFR006W
sce_YBR260C	YBR260C:YBR260C
sce_YLR301W	YLR301W:YLR301W
sce_YCR108C	YCR108C:YCR108C
sce_YCR086W	YCR086W:YCR086W
sce_YDR379C-A	YDR379C-A:YDR379C-A
sce_YJL099W	YJL099W:YJL099W
sce_YMR027W	YMR027W:YMR027W
sce_YLR346C	YLR346C:YLR346C
sce_YKR022C	YKR022C:YKR022C
sce_YJL144W	YJL144W:YJL144W
sce_YFR039C	YFR039C:YFR039C
sce_YBL061C	YBL061C:YBL061C
sce_YCR024C-A	YCR024C-A:YCR024C-A
sce_YGR212W	YGR212W:YGR212W
sce_YIR016W	YIR016W:YIR016W
sce_YNL243W	YNL243W:YNL243W
sce_YFR024C-A	YFR024C-A:YFR024C-A
sce_YML058W	YML058W:YML058W
sce_YHL043W	YHL043W:YHL043W
sce_YPR116W	YPR116W:YPR116W
sce_YNL190W	YNL190W:YNL190W
sce_YDR046C	YDR046C:YDR046C
sce_YER034W	YER034W:YER034W
sce_YJR079W	YJR079W:YJR079W
sce_YNL249C	YNL249C:YNL249C
sce_YER079W	YER079W:YER079W
sce_YNL277W-A	YNL277W-A:YNL277W-A
sce_YPL041C	YPL041C:YPL041C
sce_YGR229C	YGR229C:YGR229C
sce_YIL056W	YIL056W:YIL056W
sce_YHR039C	YHR039C:YHR039C
sce_YOR280C	YOR280C:YOR280C
sce_YML113W	YML113W:YML113W
sce_YOL072W	YOL072W:YOL072W
sce_YLR138W	YLR138W:YLR138W
sce_YLL025W	YLL025W:YLL025W
sce_YDR105C	YDR105C:YDR105C
sce_YLR099C	YLR099C:YLR099C
sce_YDR159W	YDR159W:YDR159W
sce_YJL052C-A	YJL052C-A:YJL052C-A
sce_YDR065W	YDR065W:YDR065W
sce_YHR060W	YHR060W:YHR060W
sce_YLR049C	YLR049C:YLR049C
sce_YDR198C	YDR198C:YDR198C
sce_YCR030C	YCR030C:YCR030C
sce_YDR204W	YDR204W:YDR204W
sce_YMR087W	YMR087W:YMR087W
sce_YJR092W	YJR092W:YJR092W
sce_YNL264C	YNL264C:YNL264C
sce_YCL047C	YCL047C:YCL047C
sce_YDR151C	YDR151C:YDR151C
sce_YHR181W	YHR181W:YHR181W
sce_YNL183C	YNL183C:YNL183C
sce_YDR365C	YDR365C:YDR365C
sce_YER134C	YER134C:YER134C
sce_YPR157W	YPR157W:YPR157W
sce_YKR011C	YKR011C:YKR011C
sce_YLR307C-A	YLR307C-A:YLR307C-A
sce_YPR194C	YPR194C:YPR194C
sce_YKL071W	YKL071W:YKL071W
sce_YLR213C	YLR213C:YLR213C
sce_YER074W-A	YER074W-A:YER074W-A
sce_YAL067C	YAL067C:YAL067C
sce_YPL038W-A	YPL038W-A:YPL038W-A
sce_YHR006W	YHR006W:YHR006W
sce_YCR020C	YCR020C:YCR020C
sce_YIL046W-A	YIL046W-A:YIL046W-A
sce_YNR059W	YNR059W:YNR059W
sce_YLR215C	YLR215C:YLR215C
sce_YBR298C-A	YBR298C-A:YBR298C-A
sce_YJR129C	YJR129C:YJR129C
sce_YOR316C-A	YOR316C-A:YOR316C-A
sce_YPL158C	YPL158C:YPL158C
sce_YFL052W	YFL052W:YFL052W
sce_YBL029C-A	YBL029C-A:YBL029C-A
sce_YJL044C	YJL044C:YJL044C
sce_YLL056C	YLL056C:YLL056C
sce_YBR072C-A	YBR072C-A:YBR072C-A
sce_YOR126C	YOR126C:YOR126C
sce_YPL088W	YPL088W:YPL088W
sce_YPL241C	YPL241C:YPL241C
sce_YDR239C	YDR239C:YDR239C
sce_YOR363C	YOR363C:YOR363C
sce_YGL126W	YGL126W:YGL126W
sce_YIL067C	YIL067C:YIL067C
sce_YMR258C	YMR258C:YMR258C
sce_YNL146W	YNL146W:YNL146W
sce_YBR050C	YBR050C:YBR050C
sce_YGL085W	YGL085W:YGL085W
sce_YJL149W	YJL149W:YJL149W
sce_YJL173C	YJL173C:YJL173C
sce_YBR250W	YBR250W:YBR250W
sce_YOR062C	YOR062C:YOR062C
sce_YHR015W	YHR015W:YHR015W
sce_YOL052C-A	YOL052C-A:YOL052C-A
sce_YMR044W	YMR044W:YMR044W
sce_YHR101C	YHR101C:YHR101C
sce_YHR120W	YHR120W:YHR120W
sce_YPL052W	YPL052W:YPL052W
sce_YMR134W	YMR134W:YMR134W
sce_YOL003C	YOL003C:YOL003C
sce_YBR030W	YBR030W:YBR030W
sce_YKR078W	YKR078W:YKR078W
sce_YLR361C-A	YLR361C-A:YLR361C-A
sce_YBR090C	YBR090C:YBR090C
sce_YDL239C	YDL239C:YDL239C
sce_YHR212W-A	YHR212W-A:YHR212W-A
sce_YMR292W	YMR292W:YMR292W
sce_YNL325C	YNL325C:YNL325C
sce_YLR460C	YLR460C:YLR460C
sce_YDR517W	YDR517W:YDR517W
sce_YLR099W-A	YLR099W-A:YLR099W-A
sce_YDR003W-A	YDR003W-A:YDR003W-A
sce_YER187W	YER187W:YER187W
sce_YIL120W	YIL120W:YIL120W
sce_YAR023C	YAR023C:YAR023C
sce_YMR164C	YMR164C:YMR164C
sce_YBR058C-A	YBR058C-A:YBR058C-A
sce_YNR029C	YNR029C:YNR029C
sce_YLR114C	YLR114C:YLR114C
sce_YLL003W	YLL003W:YLL003W
sce_YAL064W-B	YAL064W-B:YAL064W-B
sce_YOL137W	YOL137W:YOL137W
sce_YJL127C	YJL127C:YJL127C
sce_YER007W	YER007W:YER007W
sce_YLR376C	YLR376C:YLR376C
sce_YKL079W	YKL079W:YKL079W
sce_YPR011C	YPR011C:YPR011C
sce_YLR108C	YLR108C:YLR108C
sce_YGL250W	YGL250W:YGL250W
sce_YCR026C	YCR026C:YCR026C
sce_YGR130C	YGR130C:YGR130C
sce_YCL005W	YCL005W:YCL005W
sce_YJR039W	YJR039W:YJR039W
sce_YMR196W	YMR196W:YMR196W
sce_YDR131C	YDR131C:YDR131C
sce_YJL094C	YJL094C:YJL094C
sce_YPL135W	YPL135W:YPL135W
sce_YKR051W	YKR051W:YKR051W
sce_YMR152W	YMR152W:YMR152W
sce_YHR177W	YHR177W:YHR177W
sce_YKL133C	YKL133C:YKL133C
sce_YLR154C	YLR154C:YLR154C
sce_YOR267C	YOR267C:YOR267C
sce_YOR192C-C	YOR192C-C:YOR192C-C
sce_YJR100C	YJR100C:YJR100C
sce_YJL066C	YJL066C:YJL066C
sce_YLR350W	YLR350W:YLR350W
sce_YJL131C	YJL131C:YJL131C
sce_YMR219W	YMR219W:YMR219W
sce_YOR197W	YOR197W:YOR197W
sce_YLR054C	YLR054C:YLR054C
sce_YHR071W	YHR071W:YHR071W
sce_YLR410W	YLR410W:YLR410W
sce_YNL004W	YNL004W:YNL004W
sce_YCR059C	YCR059C:YCR059C
sce_YDL099W	YDL099W:YDL099W
sce_YJL020C	YJL020C:YJL020C
sce_YKL049C	YKL049C:YKL049C
sce_YCR088W	YCR088W:YCR088W
sce_YGL117W	YGL117W:YGL117W
sce_YER066W	YER066W:YER066W
sce_YLR404W	YLR404W:YLR404W
sce_YFL004W	YFL004W:YFL004W
sce_YKR076W	YKR076W:YKR076W
sce_YER175C	YER175C:YER175C
sce_YIL127C	YIL127C:YIL127C
sce_YHL039W	YHL039W:YHL039W
sce_YGR271C-A	YGR271C-A:YGR271C-A
sce_YGR213C	YGR213C:YGR213C
sce_YMR310C	YMR310C:YMR310C
sce_YLR243W	YLR243W:YLR243W
sce_YER008C	YER008C:YER008C
sce_YOR158W	YOR158W:YOR158W
sce_YDR179C	YDR179C:YDR179C
sce_YJL083W	YJL083W:YJL083W
sce_YNR066C	YNR066C:YNR066C
sce_YDR288W	YDR288W:YDR288W
sce_YFL067W	YFL067W:YFL067W
sce_YDR066C	YDR066C:YDR066C
sce_YPL161C	YPL161C:YPL161C
sce_YDR358W	YDR358W:YDR358W
sce_YDR463W	YDR463W:YDR463W
sce_YGR016W	YGR016W:YGR016W
sce_YOL038C-A	YOL038C-A:YOL038C-A
sce_YNR075C-A	YNR075C-A:YNR075C-A
sce_YBR214W	YBR214W:YBR214W
sce_YBR042C	YBR042C:YBR042C
sce_YER048C	YER048C:YER048C
sce_YFL010C	YFL010C:YFL010C
sce_YDR383C	YDR383C:YDR383C
sce_YLR132C	YLR132C:YLR132C
sce_YPL260W	YPL260W:YPL260W
sce_YNR002C	YNR002C:YNR002C
sce_YER076C	YER076C:YER076C
sce_YML107C	YML107C:YML107C
sce_YDR306C	YDR306C:YDR306C
sce_YBL060W	YBL060W:YBL060W
sce_YIR035C	YIR035C:YIR035C
sce_YBR241C	YBR241C:YBR241C
sce_YPL163C	YPL163C:YPL163C
sce_YGL229C	YGL229C:YGL229C
sce_YKL107W	YKL107W:YKL107W
sce_YDR252W	YDR252W:YDR252W
sce_YMR098C	YMR098C:YMR098C
sce_YMR237W	YMR237W:YMR237W
sce_YNR069C	YNR069C:YNR069C
sce_YGR237C	YGR237C:YGR237C
sce_YNL173C	YNL173C:YNL173C
sce_YPL239W	YPL239W:YPL239W
sce_YJL170C	YJL170C:YJL170C
sce_YLR380W	YLR380W:YLR380W
sce_YBR187W	YBR187W:YBR187W
sce_YIR018C-A	YIR018C-A:YIR018C-A
sce_YLR455W	YLR455W:YLR455W
sce_YPL118W	YPL118W:YPL118W
sce_YIR006C	YIR006C:YIR006C
sce_YDR081C	YDR081C:YDR081C
sce_YMR268C	YMR268C:YMR268C
sce_YOR054C	YOR054C:YOR054C
sce_YPL070W	YPL070W:YPL070W
sce_YJL036W	YJL036W:YJL036W
sce_YPL221W	YPL221W:YPL221W
sce_YLR386W	YLR386W:YLR386W
sce_YLR324W	YLR324W:YLR324W
sce_YDL161W	YDL161W:YDL161W
sce_YHL036W	YHL036W:YHL036W
sce_YPL075W	YPL075W:YPL075W
sce_YNL054W	YNL054W:YNL054W
sce_YHR007C-A	YHR007C-A:YHR007C-A
sce_YGR078C	YGR078C:YGR078C
sce_YPR128C	YPR128C:YPR128C
sce_YNR048W	YNR048W:YNR048W
sce_YAL009W	YAL009W:YAL009W
sce_YGR154C	YGR154C:YGR154C
sce_YOR306C	YOR306C:YOR306C
sce_YDR479C	YDR479C:YDR479C
sce_YJR033C	YJR033C:YJR033C
sce_YKR070W	YKR070W:YKR070W
sce_YMR230W-A	YMR230W-A:YMR230W-A
sce_YEL062W	YEL062W:YEL062W
sce_YBR098W	YBR098W:YBR098W
sce_YMR079W	YMR079W:YMR079W
sce_YNL024C	YNL024C:YNL024C
sce_YML117W	YML117W:YML117W
sce_YER037W	YER037W:YER037W
sce_YGR165W	YGR165W:YGR165W
sce_YGR223C	YGR223C:YGR223C
sce_YJL023C	YJL023C:YJL023C
sce_YLR337C	YLR337C:YLR337C
sce_YBR033W	YBR033W:YBR033W
sce_YGR008C	YGR008C:YGR008C
sce_YBL055C	YBL055C:YBL055C
sce_YMR179W	YMR179W:YMR179W
sce_YPL186C	YPL186C:YPL186C
sce_YDL018C	YDL018C:YDL018C
sce_YML096W	YML096W:YML096W
sce_YOL119C	YOL119C:YOL119C
sce_YPR186C	YPR186C:YPR186C
sce_YLR046C	YLR046C:YLR046C
sce_YIR024C	YIR024C:YIR024C
sce_YPL181W	YPL181W:YPL181W
sce_YMR287C	YMR287C:YMR287C
sce_YJR098C	YJR098C:YJR098C
sce_YKL106C-A	YKL106C-A:YKL106C-A
sce_YGR086C	YGR086C:YGR086C
sce_YKL055C	YKL055C:YKL055C
sce_YKR077W	YKR077W:YKR077W
sce_YBR152W	YBR152W:YBR152W
sce_YLR084C	YLR084C:YLR084C
sce_YCL039W	YCL039W:YCL039W
sce_YOR028C	YOR028C:YOR028C
sce_YML050W	YML050W:YML050W
sce_YDR505C	YDR505C:YDR505C
sce_YDR096W	YDR096W:YDR096W
sce_YLR173W	YLR173W:YLR173W
sce_YMR075W	YMR075W:YMR075W
sce_YNR039C	YNR039C:YNR039C
sce_YLR050C	YLR050C:YLR050C
sce_YLL012W	YLL012W:YLL012W
sce_YNL127W	YNL127W:YNL127W
sce_YCL026C-B	YCL026C-B:YCL026C-B
sce_YPR078C	YPR078C:YPR078C
sce_YER167W	YER167W:YER167W
sce_YGL114W	YGL114W:YGL114W
sce_YCL002C	YCL002C:YCL002C
sce_YER119C	YER119C:YER119C
sce_YDR475C	YDR475C:YDR475C
sce_YHR133C	YHR133C:YHR133C
sce_YLR149C	YLR149C:YLR149C
sce_YOL007C	YOL007C:YOL007C
sce_YOR365C	YOR365C:YOR365C
sce_YLR319C	YLR319C:YLR319C
sce_YEL072W	YEL072W:YEL072W
sce_YML018C	YML018C:YML018C
sce_YHL044W	YHL044W:YHL044W
sce_YCR024C-B	YCR024C-B:YCR024C-B
sce_YFL047W	YFL047W:YFL047W
sce_YOR302W	YOR302W:YOR302W
sce_YNL116W	YNL116W:YNL116W
sce_YPR098C	YPR098C:YPR098C
sce_YDL209C	YDL209C:YDL209C
sce_YNL058C	YNL058C:YNL058C
sce_YDR033W	YDR033W:YDR033W
sce_YER152C	YER152C:YER152C
sce_YGR142W	YGR142W:YGR142W
sce_YML081W	YML081W:YML081W
sce_YMR251W	YMR251W:YMR251W
sce_YLR273C	YLR273C:YLR273C
sce_YAL065C	YAL065C:YAL065C
sce_YML100W-A	YML100W-A:YML100W-A
sce_YDR028C	YDR028C:YDR028C
sce_YNL218W	YNL218W:YNL218W
sce_YCL055W	YCL055W:YCL055W
sce_YNL125C	YNL125C:YNL125C
sce_YKR019C	YKR019C:YKR019C
sce_YCL036W	YCL036W:YCL036W
sce_YMR157C	YMR157C:YMR157C
sce_YKL027W	YKL027W:YKL027W
sce_YJL107C	YJL107C:YJL107C
sce_YJR110W	YJR110W:YJR110W
sce_YFR046C	YFR046C:YFR046C
sce_YIL027C	YIL027C:YIL027C
sce_YOR262W	YOR262W:YOR262W
sce_YBR138C	YBR138C:YBR138C
sce_YMR172W	YMR172W:YMR172W
sce_YDL197C	YDL197C:YDL197C
sce_YJR124C	YJR124C:YJR124C
sce_YDR162C	YDR162C:YDR162C
sce_YOR304W	YOR304W:YOR304W
sce_YDL121C	YDL121C:YDL121C
sce_YKL183W	YKL183W:YKL183W
sce_YBR230C	YBR230C:YBR230C
sce_YDR333C	YDR333C:YDR333C
sce_YER158C	YER158C:YER158C
sce_YLR264C-A	YLR264C-A:YLR264C-A
sce_YFR022W	YFR022W:YFR022W
sce_YDR524C	YDR524C:YDR524C
sce_YKR087C	YKR087C:YKR087C
sce_YLR047C	YLR047C:YLR047C
sce_YDL027C	YDL027C:YDL027C
sce_YJL077W-B	YJL077W-B:YJL077W-B
sce_YGR021W	YGR021W:YGR021W
sce_YHR003C	YHR003C:YHR003C
sce_YDR286C	YDR286C:YDR286C
sce_YMR185W	YMR185W:YMR185W
sce_YDR124W	YDR124W:YDR124W
sce_YBR102C	YBR102C:YBR102C
sce_YNL326C	YNL326C:YNL326C
sce_YMR133W	YMR133W:YMR133W
sce_YDR472W	YDR472W:YDR472W
sce_YDL115C	YDL115C:YDL115C
sce_YJL019W	YJL019W:YJL019W
sce_YBR225W	YBR225W:YBR225W
sce_YNL097C	YNL097C:YNL097C
sce_YNL213C	YNL213C:YNL213C
sce_YJL203W	YJL203W:YJL203W
sce_YPL095C	YPL095C:YPL095C
sce_YOR030W	YOR030W:YOR030W
sce_YBL031W	YBL031W:YBL031W
sce_YPR067W	YPR067W:YPR067W
sce_YOL092W	YOL092W:YOL092W
sce_YEL007W	YEL007W:YEL007W
sce_YER054C	YER054C:YER054C
sce_YBR288C	YBR288C:YBR288C
sce_YKL095W	YKL095W:YKL095W
sce_YMR155W	YMR155W:YMR155W
sce_YLR457C	YLR457C:YLR457C
sce_YOR305W	YOR305W:YOR305W
sce_YDR435C	YDR435C:YDR435C
sce_YMR273C	YMR273C:YMR273C
sce_YGR217W	YGR217W:YGR217W
sce_YBR177C	YBR177C:YBR177C
sce_YER039C-A	YER039C-A:YER039C-A
sce_YNL187W	YNL187W:YNL187W
sce_YCL049C	YCL049C:YCL049C
sce_YJR005W	YJR005W:YJR005W
sce_YPR169W	YPR169W:YPR169W
sce_YPR013C	YPR013C:YPR013C
sce_YNL260C	YNL260C:YNL260C
sce_YKL070W	YKL070W:YKL070W
sce_YGR013W	YGR013W:YGR013W
sce_YMR319C	YMR319C:YMR319C
sce_YPL208W	YPL208W:YPL208W
sce_YMR209C	YMR209C:YMR209C
sce_YGR134W	YGR134W:YGR134W
sce_YDR032C	YDR032C:YDR032C
sce_YPL252C	YPL252C:YPL252C
sce_YPR061C	YPR061C:YPR061C
sce_YOR032W-A	YOR032W-A:YOR032W-A
sce_YMR065W	YMR065W:YMR065W
sce_YKL092C	YKL092C:YKL092C
sce_YCR021C	YCR021C:YCR021C
sce_YPR055W	YPR055W:YPR055W
sce_YLR094C	YLR094C:YLR094C
sce_YHR086W	YHR086W:YHR086W
sce_YLR445W	YLR445W:YLR445W
sce_YJR116W	YJR116W:YJR116W
sce_YLR383W	YLR383W:YLR383W
sce_YKL189W	YKL189W:YKL189W
sce_YDR323C	YDR323C:YDR323C
sce_YDR495C	YDR495C:YDR495C
sce_YAR027W	YAR027W:YAR027W
sce_YML009C	YML009C:YML009C
sce_YJR005C-A	YJR005C-A:YJR005C-A
sce_YBR017C	YBR017C:YBR017C
sce_YPR093C	YPR093C:YPR093C
sce_YNR004W	YNR004W:YNR004W
sce_YBR284W	YBR284W:YBR284W
sce_YIL050W	YIL050W:YIL050W
sce_YKL170W	YKL170W:YKL170W
sce_YMR097C	YMR097C:YMR097C
sce_YOR286W	YOR286W:YOR286W
sce_YOR353C	YOR353C:YOR353C
sce_YML108W	YML108W:YML108W
sce_YPR017C	YPR017C:YPR017C
sce_YDR116C	YDR116C:YDR116C
sce_YAL002W	YAL002W:YAL002W
sce_YGR284C	YGR284C:YGR284C
sce_YGL036W	YGL036W:YGL036W
sce_YPL133C	YPL133C:YPL133C
sce_YJL016W	YJL016W:YJL016W
sce_YLR053C	YLR053C:YLR053C
sce_YGL242C	YGL242C:YGL242C
sce_YDR397C	YDR397C:YDR397C
sce_YHR087W	YHR087W:YHR087W
sce_YNL050C	YNL050C:YNL050C
sce_YKL032C	YKL032C:YKL032C
sce_YNL293W	YNL293W:YNL293W
sce_YGR275W	YGR275W:YGR275W
sce_YDR246W-A	YDR246W-A:YDR246W-A
sce_YIR042C	YIR042C:YIR042C
sce_YNL049C	YNL049C:YNL049C
sce_YKL128C	YKL128C:YKL128C
sce_YOR191W	YOR191W:YOR191W
sce_YDR266C	YDR266C:YDR266C
sce_YGL161C	YGL161C:YGL161C
sce_YNL157W	YNL157W:YNL157W
sce_YLR360W	YLR360W:YLR360W
sce_YLL006W-A	YLL006W-A:YLL006W-A
sce_YLR290C	YLR290C:YLR290C
sce_YGR172C	YGR172C:YGR172C
sce_YIL040W	YIL040W:YIL040W
sce_YJL212C	YJL212C:YJL212C
sce_YKL220C	YKL220C:YKL220C
sce_YDR129C	YDR129C:YDR129C
sce_YOR138C	YOR138C:YOR138C
sce_YBR210W	YBR210W:YBR210W
sce_YGR283C	YGR283C:YGR283C
sce_YKR064W	YKR064W:YKR064W
sce_YCL014W	YCL014W:YCL014W
sce_YPL195W	YPL195W:YPL195W
sce_YDR368W	YDR368W:YDR368W
sce_YOR118W	YOR118W:YOR118W
sce_YPL141C	YPL141C:YPL141C
sce_YGR146C	YGR146C:YGR146C
sce_YMR090W	YMR090W:YMR090W
sce_YOL025W	YOL025W:YOL025W
sce_YOL054W	YOL054W:YOL054W
sce_YCR023C	YCR023C:YCR023C
sce_YKL135C	YKL135C:YKL135C
sce_YPR151C	YPR151C:YPR151C
sce_YJR132W	YJR132W:YJR132W
sce_YGL080W	YGL080W:YGL080W
sce_YJR125C	YJR125C:YJR125C
sce_YLR241W	YLR241W:YLR241W
sce_YGL227W	YGL227W:YGL227W
sce_YJL163C	YJL163C:YJL163C
sce_YMR316W	YMR316W:YMR316W
sce_YOR220W	YOR220W:YOR220W
sce_YMR166C	YMR166C:YMR166C
sce_YDR346C	YDR346C:YDR346C
sce_YLR456W	YLR456W:YLR456W
sce_YJR056C	YJR056C:YJR056C
sce_YOR107W	YOR107W:YOR107W
sce_YJR072C	YJR072C:YJR072C
sce_YDR119W	YDR119W:YDR119W
sce_YNL051W	YNL051W:YNL051W
sce_YGL023C	YGL023C:YGL023C
sce_YGR141W	YGR141W:YGR141W
sce_YNL214W	YNL214W:YNL214W
sce_YHR108W	YHR108W:YHR108W
sce_YDR169C-A	YDR169C-A:YDR169C-A
sce_YJL171C	YJL171C:YJL171C
sce_YMR053C	YMR053C:YMR053C
sce_YIL096C	YIL096C:YIL096C
sce_YFR018C	YFR018C:YFR018C
sce_YJL126W	YJL126W:YJL126W
sce_YML072C	YML072C:YML072C
sce_YGL016W	YGL016W:YGL016W
sce_YLR223C	YLR223C:YLR223C
sce_YMR004W	YMR004W:YMR004W
sce_YDL048C	YDL048C:YDL048C
sce_YDL129W	YDL129W:YDL129W
sce_YMR100W	YMR100W:YMR100W
sce_YOR156C	YOR156C:YOR156C
sce_YDR115W	YDR115W:YDR115W
sce_YDR051C	YDR051C:YDR051C
sce_YGR077C	YGR077C:YGR077C
sce_YMR063W	YMR063W:YMR063W
sce_YHR012W	YHR012W:YHR012W
sce_YHR016C	YHR016C:YHR016C
sce_YKL109W	YKL109W:YKL109W
sce_YOL047C	YOL047C:YOL047C
sce_YDR320C	YDR320C:YDR320C
sce_YAL046C	YAL046C:YAL046C
sce_YPR027C	YPR027C:YPR027C
sce_YPR048W	YPR048W:YPR048W
sce_YLR422W	YLR422W:YLR422W
sce_YBR162C	YBR162C:YBR162C
sce_YLR287C	YLR287C:YLR287C
sce_YML037C	YML037C:YML037C
sce_YNL146C-A	YNL146C-A:YNL146C-A
sce_YPL055C	YPL055C:YPL055C
sce_YBR005W	YBR005W:YBR005W
sce_YGL186C	YGL186C:YGL186C
sce_YFL027C	YFL027C:YFL027C
sce_YDR137W	YDR137W:YDR137W
sce_YDR528W	YDR528W:YDR528W
sce_YML054C-A	YML054C-A:YML054C-A
sce_YPL219W	YPL219W:YPL219W
sce_YIL136W	YIL136W:YIL136W
sce_YPL099C	YPL099C:YPL099C
sce_YDL218W	YDL218W:YDL218W
sce_YMR263W	YMR263W:YMR263W
sce_YBR041W	YBR041W:YBR041W
sce_YGR106C	YGR106C:YGR106C
sce_YIL064W	YIL064W:YIL064W
sce_YPR032W	YPR032W:YPR032W
sce_YIL154C	YIL154C:YIL154C
sce_YLR309C	YLR309C:YLR309C
sce_YGR295C	YGR295C:YGR295C
sce_YML087C	YML087C:YML087C
sce_YOL086W-A	YOL086W-A:YOL086W-A
sce_YOR127W	YOR127W:YOR127W
sce_YOL154W	YOL154W:YOL154W
sce_YCL044C	YCL044C:YCL044C
sce_YIL060W	YIL060W:YIL060W
